DISTRICT,LOCATION,PH,EC,ALK,SO4,CO3,F,MG,HCO3,TDS,YEAR,NO3,TH,CL,NA,CA,K
Kachchh,Samkhiari,7.93,4053.0,210.0,121.0,0.0,0.7,132.0,256.0,2715.51,2018,125.0,780.0,1093.0,561.0,96.0,17.6
Kachchh,Sedat,8.06,850.0,190.0,127.0,0.0,0.3,49.0,232.0,569.5,2018,10.0,330.0,107.0,71.0,52.0,7.3
Kachchh,Shinaya,7.7,6490.0,120.0,44.0,0.0,0.7,24.0,146.0,4348.3,2018,4.0,800.0,2201.0,1157.0,280.0,10.1
Kachchh,Sukhpar,7.7,9368.0,120.0,396.0,0.0,1.9,243.0,146.0,6276.56,2018,120.0,2000.0,3018.0,1355.0,400.0,7.3
Kachchh,Suthri,8.55,1780.0,210.0,44.0,18.0,3.0,17.0,220.0,1192.6,2018,4.0,120.0,320.0,278.0,20.0,4.4
Kachchh,Tera,8.86,3862.0,320.0,199.0,36.0,4.2,29.0,317.0,2587.54,2018,24.0,200.0,938.0,781.0,32.0,9.0
Kachchh,Ugardi,8.54,3623.0,100.0,241.0,12.0,0.45,68.0,98.0,2427.41,2018,15.0,620.0,1008.0,545.0,104.0,6.3
Kachchh,Vinjhan1,8.0,620.0,170.0,40.0,0.0,1.05,19.0,207.0,415.4,2018,5.0,180.0,57.0,55.0,40.0,9.4
Kheda,Alina,7.59,12460.0,110.0,203.0,0.0,1.55,341.0,134.0,8348.2,2018,8.0,2750.0,4325.0,1730.0,540.0,33.5
Kheda,Alindra,7.95,2523.0,220.0,180.0,0.0,0.64,48.0,268.0,1690.41,2018,130.0,700.0,567.0,287.0,200.0,9.3
Kheda,Balasinor1,8.23,642.0,80.0,80.0,0.0,0.92,26.0,98.0,430.14,2018,24.0,250.0,106.0,40.0,56.0,1.6
Kheda,Bar,8.29,3255.0,690.0,89.0,0.0,1.5,132.0,842.0,2180.85,2018,40.0,950.0,603.0,108.0,160.0,400.0
Kheda,Kalesar,8.21,1344.0,380.0,202.0,0.0,1.13,72.0,464.0,900.48,2018,13.0,400.0,78.0,145.0,40.0,0.8
Kheda,Kheda,8.63,3775.0,530.0,451.0,168.0,0.3,60.0,305.0,2529.25,2018,18.0,650.0,603.0,415.0,160.0,260.0
Kheda,Ladvel,8.29,1699.0,310.0,72.0,0.0,0.77,58.0,378.0,1138.33,2018,11.0,450.0,312.0,180.0,84.0,11.7
Kheda,Muliyad,8.1,2521.0,540.0,180.0,0.0,1.55,72.0,659.0,1689.07,2018,24.0,700.0,390.0,280.0,160.0,21.0
Kheda,Nadiad2,8.41,636.0,200.0,77.0,108.0,0.71,19.0,24.0,426.12,2018,9.0,210.0,21.0,50.0,52.0,0.4
Kheda,Shekhupura,8.2,909.0,320.0,37.0,0.0,1.02,62.0,390.0,609.03,2018,2.0,370.0,71.0,43.0,44.0,14.0
Mahesana,Asjol,8.12,565.0,200.0,23.0,0.0,0.05,11.0,244.0,378.55,2018,16.0,230.0,33.0,25.0,74.0,17.5
Mahesana,Bhandupara,8.29,1014.0,200.0,137.0,0.0,0.38,54.0,244.0,679.38,2018,42.0,270.0,98.0,114.0,18.0,11.0
Mahesana,Dharpura,8.27,1940.0,470.0,114.0,0.0,1.1,39.0,573.0,1299.8,2018,8.0,230.0,245.0,330.0,28.0,41.5
Mahesana,Dosaj,8.03,1997.0,220.0,92.0,0.0,0.44,22.0,268.0,1337.99,2018,33.0,230.0,408.0,320.0,55.0,50.0
Mahesana,Kheralu1,7.96,1912.0,340.0,124.0,0.0,1.23,95.0,415.0,1281.04,2018,29.0,440.0,326.0,240.0,18.0,1.05
Mahesana,Maguna,8.02,3502.0,580.0,199.0,0.0,0.41,277.0,708.0,2346.34,2018,32.0,1270.0,730.0,270.0,90.0,22.5
Mahesana,Panchot,8.17,2052.0,370.0,178.0,0.0,0.13,35.0,451.0,1374.84,2018,7.0,260.0,319.0,300.0,46.0,80.0
Mahesana,Rampura1,8.24,5467.0,1080.0,543.0,0.0,2.24,110.0,1318.0,3662.89,2018,72.0,690.0,762.0,970.0,92.0,15.95
Mahesana,Sihi,8.28,946.0,300.0,62.0,0.0,0.01,48.0,366.0,633.82,2018,27.0,270.0,72.0,101.0,28.0,38.5
Mahesana,Tarabh,7.91,665.0,210.0,80.0,0.0,0.15,28.0,256.0,445.55,2018,4.0,280.0,54.0,43.0,65.0,10.3
Mahesana,Timba_1,8.2,1234.0,310.0,144.0,0.0,2.46,65.0,378.0,826.78,2018,6.0,350.0,113.0,82.0,32.0,76.0
Mahesana,Unad1,7.75,1168.0,320.0,29.0,0.0,0.64,28.0,390.0,782.56,2018,8.0,280.0,113.0,110.0,65.0,3.0
Mahesana,Unjha,8.2,3151.0,320.0,167.0,0.0,1.25,66.0,390.0,2111.17,2018,165.0,390.0,532.0,460.0,46.0,89.0
Mahesana,Vidaj,8.22,1872.0,400.0,50.0,0.0,0.02,18.0,488.0,1254.24,2018,28.0,260.0,277.0,200.0,74.0,140.0
Narmada,Garudeshwar,6.22,525.0,140.0,8.0,0.0,0.57,24.0,171.0,351.75,2018,20.0,220.0,71.0,17.0,48.0,3.6
Narmada,Hirapura,7.97,760.0,220.0,19.0,0.0,0.98,24.0,268.0,509.2,2018,13.0,290.0,92.0,40.0,76.0,1.5
Narmada,Jankh,7.55,690.0,190.0,23.0,0.0,0.8,17.0,232.0,462.3,2018,33.0,320.0,71.0,10.0,100.0,0.9
Narmada,Kanbi pitha,7.56,930.0,210.0,15.0,0.0,0.55,66.0,256.0,623.1,2018,28.0,460.0,156.0,2.0,76.0,0.1
Narmada,Khaidipada,7.78,444.0,110.0,4.0,0.0,0.48,15.0,134.0,297.48,2018,14.0,210.0,71.0,3.0,60.0,0.1
Narmada,Khota amba,7.72,750.0,220.0,25.0,0.0,0.8,61.0,268.0,502.5,2018,8.0,350.0,85.0,10.0,40.0,0.5
Narmada,Namaria,7.89,3666.0,260.0,215.0,0.0,0.87,277.0,317.0,2456.22,2018,200.0,1260.0,837.0,260.0,48.0,2.4
Narmada,Nani singlot,8.15,750.0,175.0,5.0,0.0,0.55,24.0,214.0,502.5,2018,11.0,280.0,135.0,47.0,72.0,0.4
Narmada,Ralda,8.09,765.0,160.0,72.0,0.0,0.49,22.0,195.0,512.55,2018,6.0,230.0,99.0,68.0,56.0,0.4
Narmada,Ringani,7.75,680.0,180.0,95.0,0.0,0.56,34.0,220.0,455.6,2018,9.0,250.0,35.0,38.0,44.0,2.0
Narmada,Salemba 1,7.75,830.0,150.0,92.0,0.0,0.77,32.0,183.0,556.1,2018,46.0,370.0,92.0,21.0,96.0,0.3
Narmada,Sunderpura,8.33,630.0,110.0,75.0,42.0,0.55,34.0,49.0,422.1,2018,16.0,290.0,78.0,10.0,60.0,0.6
Narmada,Umaran,7.97,622.0,160.0,92.0,0.0,0.35,19.0,195.0,416.74,2018,12.0,290.0,28.0,7.0,84.0,0.1
Navsari,Abrama,7.88,3489.0,210.0,135.0,0.0,0.45,126.0,256.0,2337.63,2018,4.0,820.0,951.0,411.0,120.0,12.8
Navsari,Chandav,7.47,874.0,210.0,113.0,0.0,0.4,36.0,256.0,585.58,2018,16.0,370.0,99.0,52.0,88.0,1.1
Navsari,Chinam,8.19,2676.0,420.0,130.0,0.0,0.37,58.0,512.0,1792.92,2018,21.0,400.0,469.0,240.0,64.0,310.0
Navsari,Dandi,7.7,1332.0,300.0,4.0,0.0,0.22,36.0,366.0,892.44,2018,130.0,330.0,142.0,130.0,72.0,47.1
Navsari,Duvada,8.44,803.0,180.0,130.0,24.0,1.0,49.0,171.0,538.01,2018,6.0,270.0,71.0,71.0,28.0,1.6
Navsari,Kaliyari,7.777,553.0,200.0,69.0,0.0,0.38,29.0,244.0,370.51,2018,5.0,280.0,43.0,27.0,64.0,1.6
Navsari,Khergam,7.45,660.0,170.0,100.0,0.0,0.23,29.0,207.0,442.2,2018,8.0,300.0,71.0,38.0,72.0,0.2
Navsari,Manav Khadak,7.72,505.0,140.0,92.0,0.0,0.85,22.0,171.0,338.35,2018,5.0,220.0,50.0,43.0,52.0,0.5
Navsari,Moti Valzar,7.6,757.0,170.0,45.0,0.0,0.83,17.0,207.0,507.19,2018,10.0,250.0,92.0,50.0,72.0,0.4
Navsari,Navsari 1,7.33,6900.0,240.0,320.0,0.0,0.58,280.0,293.0,4623.0,2018,16.0,2000.0,1882.0,587.0,340.0,7.4
Navsari,Onjal,7.67,1449.0,150.0,317.0,0.0,0.5,22.0,183.0,970.83,2018,7.0,430.0,298.0,222.0,136.0,5.2
Navsari,Sari_khurd,8.3,1322.0,240.0,67.0,0.0,0.48,51.0,293.0,885.74,2018,0.0,330.0,220.0,136.0,48.0,25.2
Navsari,Ubhrat,6.97,1824.0,320.0,8.0,0.0,1.03,12.0,390.0,1222.08,2018,60.0,220.0,391.0,330.0,68.0,24.2
Panchmahal,Chhabanpur,7.7,745.0,170.0,13.0,0.0,1.01,12.0,207.0,499.15,2018,50.0,190.0,78.0,68.0,56.0,1.4
Panchmahal,Dhanol,8.8,1482.0,240.0,158.0,84.0,1.69,26.0,122.0,992.94,2018,15.0,150.0,191.0,250.0,16.0,14.5
Panchmahal,Gadhar(Agricultural),7.63,783.0,140.0,18.0,0.0,0.8,19.0,171.0,524.61,2018,50.0,190.0,85.0,61.0,44.0,1.2
Panchmahal,Godhra UR_1(Temple Campus),7.66,1183.0,160.0,153.0,0.0,1.32,34.0,195.0,792.61,2018,47.0,310.0,156.0,126.0,68.0,0.9
Panchmahal,Godhra UR_2(School Camp),8.19,2521.0,110.0,237.0,0.0,1.69,132.0,134.0,1689.07,2018,7.0,900.0,638.0,174.0,140.0,2.5
Panchmahal,Javan,8.23,411.0,100.0,70.0,0.0,0.97,22.0,122.0,275.37,2018,7.0,190.0,35.0,19.0,40.0,5.7
Panchmahal,Jokha,7.85,1112.0,360.0,80.0,0.0,1.23,43.0,439.0,745.04,2018,14.0,380.0,99.0,101.0,80.0,7.2
Panchmahal,Kalol UR_1(Nr School),8.12,1697.0,350.0,130.0,0.0,1.34,101.0,427.0,1136.99,2018,80.0,550.0,227.0,151.0,52.0,0.4
Panchmahal,Kalol,8.26,1489.0,380.0,82.0,0.0,0.89,67.0,464.0,997.63,2018,50.0,550.0,184.0,102.0,108.0,6.4
Panchmahal,Kantha,7.87,817.0,200.0,110.0,0.0,1.31,19.0,244.0,547.39,2018,13.0,230.0,85.0,101.0,60.0,1.2
Panchmahal,Khadki Vadiya,8.18,1297.0,380.0,168.0,0.0,1.65,66.0,464.0,868.99,2018,10.0,370.0,99.0,156.0,44.0,1.5
Panchmahal,Khanpur,8.28,791.0,160.0,76.0,0.0,1.01,24.0,195.0,529.97,2018,47.0,290.0,85.0,51.0,76.0,1.1
Panchmahal,Kothamba,7.84,1474.0,170.0,47.0,0.0,1.3,41.0,207.0,987.58,2018,66.0,300.0,291.0,180.0,52.0,2.4
Panchmahal,Limbadia peti,7.69,774.0,230.0,12.0,0.0,1.47,22.0,281.0,518.58,2018,10.0,160.0,113.0,118.0,28.0,1.2
Panchmahal,Lunawada,8.52,1115.0,110.0,166.0,48.0,0.76,22.0,37.0,747.05,2018,70.0,400.0,149.0,71.0,124.0,13.3
Panchmahal,Malekpur1,8.24,716.0,180.0,75.0,0.0,1.27,12.0,220.0,479.72,2018,19.0,220.0,71.0,73.0,68.0,3.4
Panchmahal,Natapur,8.27,583.0,110.0,72.0,0.0,1.61,26.0,134.0,390.61,2018,45.0,190.0,71.0,63.0,32.0,1.9
Panchmahal,Pavagadh,8.25,627.0,100.0,68.0,0.0,1.43,17.0,122.0,420.09,2018,50.0,250.0,78.0,35.0,72.0,1.1
Panchmahal,Ranipura,7.68,1960.0,340.0,6.0,0.0,2.2,106.0,415.0,1313.2,2018,145.0,540.0,369.0,210.0,40.0,4.0
Panchmahal,Santrampur1,8.05,886.0,160.0,51.0,0.0,1.04,31.0,195.0,593.62,2018,21.0,291.0,134.0,61.0,64.0,0.8
Panchmahal,Santroad_1,7.88,772.0,160.0,97.0,0.0,1.32,31.0,195.0,517.24,2018,33.0,300.0,78.0,47.0,68.0,1.6
Panchmahal,Shehra,8.01,1650.0,370.0,121.0,0.0,1.13,41.0,451.0,1105.5,2018,13.0,290.0,198.0,183.0,48.0,80.0
Panchmahal,Suliyat,8.29,652.0,150.0,45.0,0.0,1.38,10.0,183.0,436.84,2018,26.0,210.0,71.0,52.0,68.0,4.6
Panchmahal,Tarkanda,8.07,635.0,120.0,96.0,0.0,0.98,22.0,146.0,425.45,2018,8.0,240.0,64.0,37.0,60.0,1.5
Panchmahal,Tuwa,7.93,790.0,230.0,62.0,0.0,1.04,14.0,281.0,529.3,2018,5.0,240.0,71.0,75.0,72.0,11.7
Panchmahal,Vejalpur,7.79,1732.0,240.0,161.0,0.0,1.57,94.0,293.0,1160.44,2018,46.0,550.0,305.0,154.0,64.0,6.5
Panchmahal,Jambughoda,8.29,935.0,200.0,65.0,0.0,1.19,17.0,244.0,626.45,2018,64.0,240.0,78.0,89.0,68.0,0.9
Patan,Dharmoda1,8.41,1105.0,212.0,267.0,30.0,0.38,29.0,198.0,740.35,2018,14.0,220.0,50.0,163.0,40.0,32.2
Patan,Dhinoj1,7.98,1579.0,260.0,109.0,0.0,0.2,41.0,317.0,1057.93,2018,9.0,280.0,241.0,205.0,44.0,44.3
Patan,Moti chander,7.96,9988.0,150.0,63.0,0.0,0.51,340.0,183.0,6691.96,2018,15.0,2000.0,3408.0,1425.0,240.0,30.1
Patan,Patan2,8.4,1930.0,650.0,80.0,48.0,2.96,46.0,695.0,1293.1,2018,47.0,340.0,107.0,272.0,60.0,36.4
Patan,Piprala,8.56,6012.0,400.0,506.0,36.0,2.96,85.0,415.0,4028.04,2018,190.0,650.0,1527.0,1205.0,120.0,1.7
Patan,Sander,8.05,630.0,140.0,90.0,0.0,0.5,29.0,171.0,422.1,2018,21.0,200.0,50.0,60.0,32.0,15.0
Patan,Shankhari,8.4,665.0,150.0,160.0,18.0,1.6,22.0,146.0,445.55,2018,8.0,160.0,43.0,105.0,28.0,10.8
Porbandar,Adityana,8.01,775.0,105.0,35.0,0.0,0.6,22.0,128.0,519.25,2018,41.0,240.0,149.0,66.0,60.0,1.6
Porbandar,Adwana2,8.11,1006.0,220.0,10.0,0.0,0.44,29.0,268.0,674.02,2018,18.0,240.0,184.0,121.0,48.0,3.5
Porbandar,Babda,8.26,1759.0,350.0,35.0,0.0,0.42,34.0,427.0,1178.53,2018,13.0,260.0,340.0,284.0,48.0,1.4
Porbandar,Bakharla,7.97,1830.0,300.0,52.0,0.0,0.39,66.0,366.0,1226.1,2018,120.0,510.0,326.0,183.0,96.0,6.7
Porbandar,Balej,7.78,7828.0,220.0,101.0,0.0,0.24,181.0,268.0,5244.76,2018,78.0,1600.0,2500.0,1011.0,342.0,84.0
Porbandar,Bhavpura,7.66,7371.0,170.0,655.0,0.0,0.25,281.0,207.0,4938.57,2018,85.0,2605.0,2667.0,730.0,580.0,14.7
Porbandar,Kandorna,7.69,4380.0,180.0,65.0,0.0,0.74,74.0,220.0,2934.6,2018,100.0,1105.0,1319.0,495.0,320.0,3.5
Porbandar,Khambodar,8.17,1374.0,410.0,52.0,0.0,1.04,39.0,500.0,920.58,2018,20.0,260.0,138.0,189.0,40.0,7.7
Porbandar,Kolikhada village-2,8.43,2081.0,425.0,155.0,27.0,1.12,56.0,464.0,1394.27,2018,65.0,280.0,284.0,349.0,20.0,0.8
Porbandar,Kuchhadi,8.06,5870.0,655.0,35.0,0.0,0.4,88.0,799.0,3932.9,2018,22.0,910.0,1571.0,882.0,220.0,81.0
Porbandar,Kutiyana1,7.86,5510.0,270.0,135.0,0.0,1.11,85.0,329.0,3691.7,2018,136.0,1200.0,1585.0,711.0,340.0,6.6
Porbandar,Mocha,8.0,1306.0,260.0,30.0,0.0,0.4,29.0,317.0,875.02,2018,13.0,390.0,248.0,110.0,108.0,17.8
Porbandar,Mojiwana,7.69,5450.0,445.0,48.0,0.0,0.35,233.0,543.0,3651.5,2018,25.0,1810.0,1553.0,425.0,340.0,0.6
Porbandar,Navibandar,8.16,470.0,100.0,18.0,0.0,0.36,12.0,122.0,315.0,2018,6.0,160.0,78.0,32.0,44.0,4.2
Porbandar,Oddar,7.91,11040.0,200.0,201.0,0.0,0.75,74.0,244.0,7396.8,2018,18.0,955.0,3589.0,2053.0,260.0,60.0
Porbandar,Palkhada1,7.89,5870.0,210.0,642.0,0.0,0.22,235.0,256.0,3932.9,2018,180.0,1665.0,1355.0,555.0,280.0,42.0
Porbandar,Pata,8.08,1570.0,40.0,57.0,0.0,0.42,68.0,49.0,1051.9,2018,16.0,480.0,482.0,139.0,92.0,8.8
Porbandar,Porbandar1,8.32,1804.0,325.0,60.0,21.0,0.43,24.0,354.0,1208.68,2018,20.0,180.0,355.0,311.0,32.0,36.0
Porbandar,Ranavav2,8.14,816.0,220.0,40.0,0.0,0.49,22.0,268.0,546.72,2018,33.0,240.0,85.0,76.0,60.0,1.5
Porbandar,Ratadi,8.24,4463.0,390.0,495.0,0.0,0.89,63.0,476.0,2990.21,2018,42.0,660.0,915.0,715.0,160.0,6.9
Porbandar,Ratia,7.9,3200.0,220.0,238.0,0.0,0.22,133.0,268.0,2144.0,2018,20.0,1050.0,787.0,170.0,200.0,138.0
Porbandar,Visavada,8.07,2576.0,205.0,5.0,0.0,0.97,136.0,250.0,1725.92,2018,16.0,860.0,996.0,301.0,120.0,93.0
Rajkot,Amar nagar,7.76,8100.0,360.0,7.0,0.0,8.6,438.0,439.0,5427.0,2018,5.0,2250.0,2642.0,820.0,180.0,2.3
Rajkot,Bhada jodiya,8.03,1215.0,270.0,20.0,0.0,0.994,51.0,329.0,814.05,2018,22.0,390.0,213.0,100.0,72.0,1.8
Rajkot,Bhalgam,7.56,1372.0,210.0,21.0,0.0,0.62,80.0,256.0,919.24,2018,17.0,470.0,269.0,77.0,56.0,1.3
Rajkot,Chhatar,7.92,584.0,200.0,10.0,0.0,1.19,13.0,244.0,391.28,2018,9.0,155.0,50.0,62.0,40.0,0.3
Rajkot,Chordi,7.6,970.0,170.0,9.0,0.0,0.39,34.0,207.0,649.9,2018,60.0,360.0,177.0,53.0,88.0,0.3
Rajkot,Dadia,7.94,950.0,190.0,62.0,0.0,0.63,41.0,232.0,636.5,2018,59.0,350.0,121.0,55.0,72.0,0.5
Rajkot,Dhoraji,7.6,2000.0,120.0,155.0,0.0,0.35,39.0,146.0,1340.0,2018,65.0,620.0,475.0,180.0,184.0,0.7
Rajkot,Ganod,7.69,6000.0,260.0,495.0,0.0,2.38,255.0,317.0,4020.0,2018,65.0,1450.0,1525.0,700.0,160.0,0.5
Rajkot,Gogavadar,7.71,2232.0,330.0,305.0,0.0,0.64,58.0,403.0,1495.44,2018,64.0,620.0,305.0,240.0,152.0,1.1
Rajkot,Hadmatia,7.47,2440.0,150.0,341.0,0.0,0.42,78.0,183.0,1634.8,2018,62.0,760.0,482.0,220.0,176.0,1.1
Rajkot,Halenda,7.63,2498.0,320.0,175.0,0.0,0.43,119.0,390.0,1673.66,2018,130.0,750.0,454.0,222.0,104.0,3.5
Rajkot,Jasapur,7.71,1265.0,200.0,80.0,0.0,0.44,27.0,244.0,847.55,2018,100.0,450.0,191.0,86.0,136.0,1.0
Rajkot,Jasdan,7.71,1124.0,180.0,55.0,0.0,0.32,19.0,220.0,753.08,2018,70.0,380.0,191.0,83.0,120.0,1.3
Rajkot,Jetpur Pithad,7.4,3607.0,170.0,385.0,0.0,0.37,90.0,207.0,2416.69,2018,58.0,1070.0,844.0,340.0,280.0,1.5
Rajkot,Kamlapur 1,7.48,3570.0,130.0,365.0,0.0,0.43,95.0,159.0,2391.9,2018,130.0,1010.0,830.0,360.0,248.0,1.3
Rajkot,Lajai,7.43,4914.0,150.0,225.0,0.0,0.48,214.0,183.0,3292.38,2018,150.0,1780.0,1383.0,310.0,360.0,2.8
Rajkot,Lalavadar,7.76,762.0,200.0,41.0,0.0,0.49,15.0,244.0,510.54,2018,22.0,280.0,85.0,46.0,88.0,0.8
Rajkot,Macchukunda,8.21,1727.0,190.0,162.0,0.0,1.34,74.0,232.0,1157.09,2018,29.0,630.0,340.0,114.0,130.0,7.6
Rajkot,Malia,7.77,692.0,200.0,52.0,0.0,0.63,27.0,244.0,463.64,2018,5.0,210.0,64.0,58.0,40.0,9.7
Rajkot,Morvi,7.76,1305.0,360.0,5.0,0.0,2.5,54.72,439.0,874.35,2018,38.0,385.0,184.0,119.0,64.0,3.1
Rajkot,Mota dhansura,7.72,1824.0,150.0,175.0,0.0,0.62,78.0,183.0,1222.08,2018,16.0,680.0,404.0,100.0,144.0,11.9
Rajkot,Motagundala,7.88,740.0,170.0,35.0,0.0,0.77,27.0,207.0,495.8,2018,3.0,230.0,113.0,64.0,48.0,0.3
Rajkot,Movaiya,7.31,6320.0,110.0,125.0,0.0,0.44,303.0,134.0,4234.4,2018,180.0,2445.0,1950.0,330.0,480.0,0.6
Rajkot,Patanvav,8.1,755.0,200.0,78.0,0.0,0.8,23.0,244.0,505.85,2018,6.0,245.0,64.0,59.0,60.0,1.8
Rajkot,Pedhla,7.56,3050.0,230.0,155.0,0.0,0.39,197.0,281.0,2043.5,2018,18.0,1290.0,787.0,110.0,192.0,1.9
Rajkot,Ranpur,7.86,1160.0,160.0,55.0,0.0,0.44,61.0,195.0,777.2,2018,43.0,430.0,227.0,70.0,72.0,0.5
Rajkot,Ribda,7.69,1040.0,240.0,84.0,0.0,0.3,43.0,293.0,696.8,2018,36.0,395.0,121.0,61.0,88.0,0.4
Rajkot,Sardhar,7.93,1756.0,430.0,85.0,0.0,0.35,92.0,525.0,1176.52,2018,47.0,580.0,220.0,106.0,80.0,55.9
Rajkot,Sarvad,8.13,2400.0,510.0,95.0,0.0,1.0,175.0,622.0,1608.0,2018,19.0,870.0,411.0,151.0,60.0,11.4
Rajkot,Sindhavadar,7.78,1861.0,260.0,55.0,0.0,0.94,114.0,317.0,1246.87,2018,130.0,690.0,362.0,114.0,88.0,0.9
Rajkot,Umrali,7.77,2263.0,80.0,210.0,0.0,0.41,156.0,98.0,1516.21,2018,60.0,890.0,553.0,103.0,100.0,1.1
Rajkot,Upleta.,8.05,2347.0,470.0,138.0,0.0,4.5,185.0,573.0,1572.49,2018,75.0,840.0,355.0,153.0,32.0,0.7
Rajkot,Viranagar,7.99,2341.0,350.0,135.0,0.0,0.91,178.0,427.0,1568.47,2018,115.0,930.0,418.0,114.0,80.0,0.7
Rajkot,Virpur,7.8,1835.0,160.0,110.0,0.0,0.36,71.0,195.0,1229.45,2018,245.0,710.0,312.0,95.0,168.0,4.0
Sabarkantha,Alwa Kampa,8.28,808.0,210.0,47.0,0.0,1.09,2.0,256.0,541.36,2018,34.0,300.0,99.0,60.0,116.0,0.9
Sabarkantha,Atarsumba_2,7.59,921.0,170.0,35.0,0.0,0.8,22.0,207.0,617.07,2018,54.0,260.0,135.0,85.0,68.0,2.2
Sabarkantha,Boral,7.82,2627.0,280.0,128.0,0.0,0.95,168.0,342.0,1760.09,2018,125.0,1150.0,638.0,128.0,180.0,1.0
Sabarkantha,Boriya,7.31,2765.0,180.0,98.0,0.0,0.58,108.0,220.0,1852.55,2018,155.0,850.0,674.0,240.0,160.0,1.4
Sabarkantha,Chandap_DW,7.61,1353.0,130.0,38.0,0.0,1.1,31.0,159.0,906.51,2018,65.0,420.0,255.0,78.0,116.0,5.2
Sabarkantha,Choriwad,7.49,1924.0,100.0,23.0,0.0,1.05,34.0,122.0,1289.08,2018,205.0,740.0,411.0,64.0,240.0,2.0
Sabarkantha,Dhansura,7.78,1140.0,190.0,81.0,0.0,1.1,48.0,232.0,763.8,2018,76.0,450.0,171.0,61.0,100.0,0.6
Sabarkantha,Gadada,7.63,995.0,150.0,12.0,0.0,1.2,43.0,183.0,666.65,2018,110.0,290.0,177.0,100.0,44.0,1.2
Sabarkantha,Gadha1,7.69,2535.0,210.0,48.0,0.0,1.76,14.0,256.0,1698.45,2018,86.0,900.0,603.0,136.0,120.0,1.6
Sabarkantha,Harsol1,7.97,1312.0,350.0,53.0,0.0,1.5,67.0,427.0,879.04,2018,60.0,410.0,128.0,106.0,52.0,0.9
Sabarkantha,Idar,8.13,1534.0,300.0,32.0,0.0,2.82,48.0,366.0,1027.78,2018,65.0,420.0,262.0,160.0,88.0,4.8
Sabarkantha,Karanpur,7.68,641.0,140.0,43.0,0.0,1.15,12.0,171.0,429.47,2018,37.0,230.0,92.0,55.0,72.0,0.4
Sabarkantha,Kesharpura,8.19,1773.0,290.0,41.0,0.0,3.0,91.0,354.0,1187.91,2018,225.0,500.0,248.0,173.0,48.0,0.3
Sabarkantha,Khedbramha_1,7.6,4314.0,110.0,5.0,0.0,1.5,156.0,134.0,2890.38,2018,85.0,1800.0,1383.0,167.0,460.0,4.4
Sabarkantha,Kherwada,7.82,789.0,150.0,36.0,0.0,0.77,22.0,183.0,528.63,2018,4.0,220.0,156.0,90.0,52.0,1.5
Sabarkantha,Malpur_1,7.6,751.0,130.0,84.0,0.0,1.0,29.0,159.0,503.17,2018,88.0,310.0,71.0,38.0,76.0,0.3
Sabarkantha,Mathasuliya,7.61,1446.0,140.0,17.0,0.0,0.5,2.0,171.0,968.82,2018,180.0,400.0,213.0,96.0,156.0,27.0
Sabarkantha,Matoda,7.37,2920.0,180.0,5.0,0.0,1.1,108.0,220.0,1956.4,2018,80.0,1000.0,815.0,192.0,220.0,17.0
Sabarkantha,Medasana,7.65,1107.0,190.0,19.0,0.0,1.41,36.0,232.0,741.69,2018,80.0,240.0,191.0,143.0,36.0,0.5
Sabarkantha,Megraj_1,8.07,422.0,80.0,86.0,0.0,0.85,22.0,98.0,282.74,2018,4.0,200.0,78.0,40.0,44.0,2.6
Sabarkantha,Modasa2,7.58,975.0,130.0,37.0,0.0,0.65,34.0,159.0,653.25,2018,75.0,280.0,191.0,103.0,56.0,2.5
Sabarkantha,Poshina2,7.77,1385.0,350.0,17.0,0.0,1.37,58.0,427.0,927.95,2018,26.0,320.0,213.0,173.0,32.0,4.6
Sabarkantha,Punasan,7.67,684.0,170.0,32.0,0.0,0.9,26.0,207.0,458.28,2018,41.0,180.0,113.0,101.0,28.0,0.5
Sabarkantha,Ramgarh,8.1,2827.0,280.0,7.0,0.0,0.94,96.0,342.0,1894.09,2018,13.0,850.0,780.0,260.0,180.0,18.4
Sabarkantha,Revas,7.53,1670.0,150.0,49.0,0.0,1.14,38.0,183.0,1118.9,2018,225.0,600.0,269.0,78.0,176.0,1.4
Sabarkantha,Sabalwad,7.97,936.0,200.0,42.0,0.0,2.4,5.0,244.0,627.12,2018,44.0,310.0,113.0,63.0,116.0,2.3
Sabarkantha,Sathamba,7.99,485.0,120.0,70.0,0.0,0.8,24.0,146.0,324.95,2018,12.0,240.0,92.0,44.0,56.0,1.7
Sabarkantha,Seenawad,7.45,1426.0,140.0,114.0,0.0,0.63,58.0,171.0,955.42,2018,135.0,570.0,241.0,66.0,132.0,10.8
Sabarkantha,Shamlaji,7.88,534.0,120.0,111.0,0.0,0.65,12.0,146.0,357.78,2018,4.0,240.0,71.0,47.0,76.0,1.1
Sabarkantha,Silwad,7.45,5350.0,260.0,11.0,0.0,1.37,276.0,317.0,3584.5,2018,110.0,1700.0,1666.0,480.0,220.0,10.2
Sabarkantha,Takatuka_1,7.55,2520.0,230.0,75.0,0.0,1.2,96.0,281.0,1688.4,2018,96.0,800.0,603.0,207.0,160.0,1.2
Sabarkantha,Umedpura,7.81,1252.0,280.0,5.0,0.0,1.5,55.0,342.0,838.84,2018,65.0,380.0,177.0,99.0,60.0,0.3
