DISTRICT,LOCATION,PH,EC,ALK,SO4,CO3,F,MG,HCO3,TDS,YEAR,NO3,TH,CL,NA,CA,K
Gandhinagar,Serthapara1,7.6,3100.0,1060.0,35.0,0.0,2.1,96.0,1293.0,2077.0,2014,34.0,800.0,319.0,324.0,160.0,36.0
Jamnagar,Ambardi,7.7,2120.0,283.0,71.0,0.0,0.48,83.0,345.0,1420.0,2014,175.0,620.0,398.0,206.0,112.0,3.7
Jamnagar,Bhanvad,8.0,1099.0,270.0,32.0,0.0,0.38,41.0,329.0,736.0,2014,60.0,330.0,135.0,99.0,64.0,0.4
Jamnagar,Mota kalawad,7.6,2378.0,180.0,81.0,0.0,0.6,73.0,220.0,1593.0,2014,37.0,880.0,596.0,123.0,232.0,1.2
Jamnagar,Dhrol2,8.1,1706.0,430.0,76.0,0.0,0.35,66.0,525.0,1143.0,2014,10.0,390.0,298.0,255.0,48.0,1.9
Jamnagar,Balwa,8.2,922.0,190.0,82.0,0.0,0.35,27.0,232.0,618.0,2014,70.0,350.0,114.0,67.0,96.0,1.5
Jamnagar,Seth vadala,8.0,1346.0,260.0,170.0,0.0,0.45,54.0,317.0,902.0,2014,31.0,450.0,163.0,113.0,92.0,0.9
Jamnagar,Bed,7.6,2414.0,190.0,191.0,0.0,0.2,44.0,232.0,1617.0,2014,250.0,700.0,426.0,230.0,208.0,6.0
Jamnagar,Changa,8.0,1686.0,170.0,112.0,0.0,0.26,56.0,207.0,1130.0,2014,105.0,500.0,327.0,156.0,108.0,1.5
Jamnagar,Gordhanpur,8.1,2396.0,210.0,166.0,0.0,0.35,54.0,256.0,1605.0,2014,6.0,460.0,561.0,336.0,96.0,3.7
Jamnagar,Jambuda,7.9,4711.0,430.0,174.0,0.0,0.5,195.0,525.0,3156.0,2014,11.0,1540.0,1349.0,464.0,296.0,9.4
Jamnagar,Jamnagar2,8.1,851.0,260.0,76.0,0.0,0.33,27.0,317.0,570.0,2014,3.0,230.0,92.0,112.0,48.0,1.2
Jamnagar,Vijarkha,8.1,645.0,240.0,22.0,0.0,0.12,22.0,293.0,432.0,2014,8.0,220.0,64.0,65.0,52.0,0.5
Jamnagar,Amran1,8.2,676.0,240.0,0.0,0.0,0.2,17.0,293.0,453.0,2014,3.0,200.0,107.0,90.0,52.0,5.7
Jamnagar,Bedanpur,7.9,2040.0,210.0,82.0,0.0,0.4,78.0,256.0,1367.0,2014,62.0,620.0,476.0,187.0,120.0,0.5
Jamnagar,Dudhai2,8.2,692.0,230.0,62.0,0.0,0.48,15.0,281.0,464.0,2014,3.0,130.0,71.0,124.0,28.0,2.1
Jamnagar,Haripur2,8.0,1331.0,190.0,66.0,0.0,0.6,51.0,232.0,892.0,2014,175.0,420.0,185.0,113.0,84.0,0.2
Jamnagar,Kalawad,8.0,1794.0,270.0,85.0,0.0,0.45,85.0,329.0,1202.0,2014,175.0,590.0,277.0,141.0,92.0,1.8
Jamnagar,Moti matli,8.0,860.0,210.0,48.0,0.0,0.51,27.0,256.0,576.0,2014,34.0,230.0,128.0,111.0,48.0,1.4
Jamnagar,Nikava,8.0,1400.0,360.0,36.0,0.0,0.38,41.0,439.0,938.0,2014,8.0,350.0,220.0,170.0,72.0,11.3
Jamnagar,Toda,8.2,756.0,260.0,29.0,0.0,0.45,27.0,317.0,507.0,2014,60.0,270.0,85.0,88.0,64.0,1.9
Jamnagar,Bhatia,7.4,6852.0,150.0,693.0,0.0,0.28,170.0,183.0,4591.0,2014,60.0,1500.0,1740.0,877.0,320.0,0.3
Jamnagar,Bhogat,7.5,1840.0,200.0,94.0,0.0,1.74,46.0,244.0,1233.0,2014,20.0,380.0,405.0,238.0,76.0,4.9
Jamnagar,Juvanpur,7.9,2700.0,280.0,129.0,0.0,0.32,68.0,342.0,1809.0,2014,125.0,500.0,568.0,381.0,88.0,4.6
Jamnagar,Kalyanpur1,7.9,1338.0,230.0,80.0,0.0,0.26,36.0,281.0,896.0,2014,65.0,310.0,234.0,180.0,64.0,0.9
Jamnagar,Kalyanpur2,7.8,5755.0,400.0,243.0,0.0,2.0,170.0,488.0,3856.0,2014,80.0,1050.0,1527.0,853.0,140.0,2.6
Jamnagar,Pindara,8.0,1020.0,230.0,8.0,0.0,0.45,32.0,281.0,683.0,2014,2.0,300.0,170.0,85.0,68.0,8.4
Jamnagar,Raval,7.7,3062.0,170.0,186.0,0.0,0.2,83.0,207.0,2052.0,2014,70.0,860.0,781.0,311.0,208.0,1.0
Jamnagar,Kajuda,7.6,5121.0,390.0,504.0,0.0,0.44,170.0,476.0,3431.0,2014,46.0,1100.0,1122.0,670.0,160.0,5.5
Jamnagar,Kuvadia,8.1,708.0,180.0,26.0,0.0,0.26,24.0,220.0,474.0,2014,44.0,250.0,85.0,53.0,60.0,0.3
Jamnagar,Salaya,7.9,1472.0,350.0,29.0,0.0,0.2,34.0,427.0,986.0,2014,40.0,370.0,206.0,155.0,92.0,23.4
Jamnagar,Vadtara,8.1,1205.0,290.0,62.0,0.0,0.18,7.0,354.0,807.0,2014,135.0,280.0,163.0,192.0,100.0,1.2
Jamnagar,Vinjhalpur,8.0,1219.0,200.0,87.0,0.0,0.2,17.0,244.0,817.0,2014,65.0,240.0,192.0,174.0,68.0,1.3
Jamnagar,Lalpur1,7.5,1600.0,270.0,32.0,0.0,0.3,34.0,329.0,1072.0,2014,70.0,410.0,362.0,215.0,108.0,2.4
Jamnagar,Vad panchasara,8.0,1328.0,410.0,35.0,0.0,0.48,44.0,500.0,890.0,2014,22.0,410.0,185.0,147.0,92.0,6.3
Jamnagar,Aramda,7.9,4335.0,850.0,60.0,0.0,0.6,73.0,1037.0,2904.0,2014,42.0,600.0,838.0,685.0,120.0,54.1
Jamnagar,Dwarka,7.8,2172.0,190.0,22.0,0.0,0.25,39.0,232.0,1455.0,2014,110.0,340.0,469.0,291.0,72.0,26.0
Jamnagar,Mojap,7.6,7060.0,540.0,62.0,0.0,1.54,97.0,659.0,4730.0,2014,11.0,750.0,1882.0,1176.0,140.0,71.8
Jamnagar,Samrasar,7.6,11280.0,330.0,390.0,0.0,3.48,389.0,403.0,7558.0,2014,10.0,2400.0,3657.0,1646.0,320.0,25.4
Jamnagar,Varwada,7.3,8243.0,250.0,345.0,0.0,0.75,291.0,305.0,5523.0,2014,60.0,1850.0,2592.0,1156.0,260.0,14.4
Jamnagar,Ambaliya,8.0,3654.0,510.0,122.0,0.0,3.2,107.0,622.0,2448.0,2014,4.0,580.0,824.0,573.0,56.0,16.9
Junagadh,Bilkha,8.2,1000.0,200.0,76.0,0.0,0.3,61.0,244.0,670.0,2014,42.0,390.0,192.0,91.0,56.0,1.0
Junagadh,Junagadh1,8.0,1080.0,150.0,37.0,0.0,0.25,41.0,183.0,724.0,2014,60.0,360.0,206.0,79.0,76.0,2.7
Junagadh,Keshod,8.2,1032.0,270.0,61.0,0.0,0.3,32.0,329.0,691.0,2014,38.0,340.0,85.0,67.0,84.0,7.4
Junagadh,Kodinar1,7.3,2390.0,310.0,97.0,0.0,0.75,92.0,378.0,1601.0,2014,32.0,700.0,525.0,225.0,128.0,1.8
Junagadh,Budhecha,8.2,1603.0,100.0,143.0,0.0,0.5,36.0,122.0,1074.0,2014,35.0,360.0,369.0,205.0,84.0,4.4
Junagadh,Chorwad,7.2,9823.0,100.0,230.0,0.0,0.2,231.0,122.0,6581.0,2014,32.0,3100.0,3515.0,1052.0,860.0,4.3
Junagadh,Juthal,8.2,835.0,240.0,8.0,0.0,0.3,24.0,293.0,559.0,2014,7.0,290.0,107.0,54.0,76.0,2.2
Junagadh,Kanek,7.6,7820.0,120.0,223.0,0.0,0.25,163.0,146.0,5239.0,2014,36.0,3120.0,2556.0,420.0,980.0,17.3
Junagadh,Khambalia1,7.9,4095.0,200.0,59.0,0.0,0.2,34.0,244.0,2744.0,2014,33.0,820.0,1250.0,577.0,272.0,16.6
Junagadh,Kukaswada,7.6,7124.0,120.0,120.0,0.0,0.15,73.0,146.0,4773.0,2014,24.0,2350.0,2414.0,627.0,820.0,3.5
Junagadh,Bantva,7.5,3796.0,310.0,452.0,0.0,0.68,54.0,378.0,2543.0,2014,30.0,400.0,753.0,682.0,72.0,2.0
Junagadh,Antroli,7.1,9820.0,80.0,273.0,0.0,0.15,280.0,98.0,6579.0,2014,70.0,2900.0,3479.0,1146.0,700.0,18.6
Junagadh,Arena,7.8,7800.0,130.0,231.0,0.0,0.15,231.0,159.0,5226.0,2014,60.0,2450.0,2663.0,816.0,600.0,35.3
Junagadh,Bamanwara,7.5,10233.0,90.0,633.0,0.0,0.4,462.0,110.0,6856.0,2014,90.0,4600.0,3373.0,479.0,,4.0
Junagadh,Goraj,8.2,980.0,280.0,15.0,0.0,1.0,34.0,342.0,657.0,2014,50.0,260.0,135.0,125.0,48.0,2.5
Junagadh,Khorada1,8.0,2800.0,400.0,33.0,0.0,0.66,88.0,488.0,1876.0,2014,155.0,680.0,611.0,347.0,128.0,1.7
Junagadh,Lohej,7.5,8215.0,240.0,342.0,0.0,0.35,207.0,293.0,5504.0,2014,38.0,2050.0,2840.0,1212.0,480.0,23.9
Junagadh,Maktupur1,7.9,5943.0,560.0,160.0,0.0,0.27,61.0,683.0,3982.0,2014,34.0,1250.0,1775.0,756.0,400.0,326.0
Junagadh,Mangrol1,8.2,1933.0,370.0,10.0,0.0,0.9,34.0,451.0,1295.0,2014,105.0,430.0,376.0,253.0,116.0,27.0
Junagadh,Manketara,8.2,1256.0,290.0,63.0,0.0,0.9,34.0,354.0,842.0,2014,35.0,280.0,163.0,156.0,56.0,4.3
Junagadh,Seriakhan,8.1,1900.0,160.0,56.0,0.0,0.28,58.0,195.0,1273.0,2014,135.0,600.0,440.0,164.0,144.0,1.4
Junagadh,Shardagram,7.5,9372.0,170.0,513.0,0.0,0.38,292.0,207.0,6279.0,2014,19.0,1950.0,3195.0,1534.0,300.0,10.4
Junagadh,Sil,7.9,2905.0,320.0,54.0,0.0,0.15,29.0,390.0,1946.0,2014,21.0,360.0,724.0,459.0,96.0,70.6
Junagadh,Sil bandar,7.7,7343.0,260.0,383.0,0.0,0.5,170.0,317.0,4920.0,2014,64.0,1500.0,2201.0,1084.0,320.0,34.6
Junagadh,Mendarda1,8.2,565.0,230.0,20.0,0.0,0.48,39.0,281.0,379.0,2014,4.0,250.0,57.0,40.0,36.0,0.3
Junagadh,Alwani,8.0,824.0,290.0,39.0,0.0,0.05,56.0,354.0,552.0,2014,2.0,330.0,64.0,43.0,40.0,0.3
Junagadh,Jambur[madhapar,7.4,853.0,300.0,6.0,0.0,0.28,41.0,366.0,572.0,2014,9.0,320.0,85.0,53.0,60.0,2.1
Junagadh,Talala1,8.0,934.0,280.0,65.0,0.0,0.08,54.0,342.0,626.0,2014,22.0,330.0,71.0,63.0,44.0,1.0
Junagadh,Dhokadva,7.8,590.0,250.0,13.0,0.0,0.18,34.0,305.0,395.0,2014,11.0,250.0,28.0,29.0,44.0,2.3
Junagadh,Girgadhada,7.8,778.0,290.0,8.0,0.0,0.35,41.0,354.0,521.0,2014,37.0,300.0,57.0,51.0,52.0,0.3
Junagadh,Jamvala1,7.8,652.0,250.0,15.0,0.0,0.26,24.0,305.0,437.0,2014,4.0,240.0,43.0,42.0,56.0,2.6
Junagadh,Una2,7.6,2931.0,650.0,119.0,0.0,2.3,97.0,793.0,1964.0,2014,75.0,620.0,483.0,419.0,88.0,3.6
Junagadh,Khoras ahir,8.0,1747.0,300.0,29.0,0.0,0.2,46.0,366.0,1170.0,2014,72.0,620.0,334.0,113.0,172.0,1.3
Junagadh,Ajotha,7.3,1405.0,220.0,48.0,0.0,0.85,58.0,268.0,941.0,2014,65.0,450.0,263.0,115.0,84.0,1.4
Junagadh,Govindpura2,7.4,627.0,220.0,24.0,0.0,0.8,39.0,268.0,420.0,2014,14.0,280.0,50.0,23.0,48.0,1.6
Junagadh,Prempara,8.1,1100.0,290.0,10.0,0.0,0.2,61.0,354.0,737.0,2014,76.0,430.0,142.0,62.0,72.0,0.1
Junagadh,Ambervelnes,7.8,750.0,300.0,3.0,0.0,0.19,34.0,366.0,503.0,2014,4.0,300.0,50.0,36.0,64.0,3.8
Junagadh,Bhimvel,8.0,1054.0,300.0,28.0,0.0,0.5,34.0,366.0,706.0,2014,40.0,300.0,107.0,99.0,64.0,2.1
Junagadh,Degam,8.1,3858.0,390.0,258.0,0.0,1.0,83.0,476.0,2585.0,2014,26.0,580.0,966.0,682.0,96.0,24.7
Junagadh,Kansari,7.3,1423.0,350.0,28.0,0.0,0.95,63.0,427.0,953.0,2014,105.0,410.0,178.0,143.0,60.0,1.2
Junagarh,Agatrai,8.0,2681.0,210.0,79.0,0.0,0.28,121.0,256.0,1796.0,2014,130.0,1040.0,696.0,162.0,216.0,0.9
Junagarh,Anandpur,7.7,2200.0,170.0,84.0,0.0,0.5,78.0,207.0,1474.0,2014,100.0,720.0,525.0,170.0,160.0,0.7
Junagarh,Ankalvadi,7.7,612.0,230.0,2.0,0.0,0.2,29.0,281.0,410.0,2014,8.0,240.0,57.0,37.0,48.0,1.8
Junagarh,Chokhli,7.9,1286.0,130.0,105.0,0.0,0.43,22.0,159.0,862.0,2014,28.0,270.0,263.0,170.0,72.0,1.0
Junagarh,Jagrala,8.0,519.0,230.0,7.0,0.0,0.28,24.0,281.0,348.0,2014,2.0,210.0,28.0,32.0,44.0,0.2
Junagarh,Kasiya naka,8.1,700.0,320.0,4.0,0.0,0.1,49.0,390.0,469.0,2014,5.0,290.0,36.0,41.0,36.0,0.0
Junagarh,Kesariya ji,7.4,1870.0,260.0,90.0,0.0,0.9,66.0,317.0,1253.0,2014,56.0,450.0,369.0,220.0,72.0,4.5
Junagarh,Khanderipur,8.0,618.0,210.0,15.0,0.0,0.2,46.0,256.0,414.0,2014,2.0,260.0,99.0,50.0,28.0,0.3
Junagarh,Saradiya,7.6,2460.0,290.0,145.0,0.0,0.35,58.0,354.0,1648.0,2014,25.0,560.0,540.0,310.0,128.0,3.3
Junagarh,Vadal,8.0,1050.0,230.0,38.0,0.0,0.7,44.0,281.0,704.0,2014,90.0,360.0,163.0,100.0,72.0,0.9
Kacchh,Bambhedai,7.88,4696.0,130.0,297.0,0.0,0.5,120.0,159.0,3146.0,2014,1.0,800.0,1383.0,744.0,120.0,5.0
Kacchh,Khorai,7.35,1129.0,200.0,22.0,0.0,0.0,29.0,244.0,756.0,2014,46.0,320.0,206.0,108.0,80.0,9.5
Kacchh,Kotada,7.6,2446.0,210.0,130.0,0.0,0.3,72.0,256.0,1639.0,2014,21.0,600.0,674.0,334.0,120.0,4.9
Kacchh,Luni,7.81,1623.0,140.0,19.0,0.0,0.07,31.0,171.0,1087.0,2014,50.0,370.0,411.0,192.0,96.0,6.2
Kacchh,Suthri,7.86,4725.0,310.0,100.0,0.0,0.77,84.0,378.0,3166.0,2014,6.0,700.0,1347.0,757.0,140.0,5.7
Kacchh,Tuga,8.1,1916.0,210.0,48.0,0.0,0.68,62.0,256.0,1284.0,2014,10.0,390.0,439.0,233.0,52.0,12.9
Kacchh,Ughedi,7.98,6892.0,140.0,474.0,0.0,0.3,252.0,171.0,4618.0,2014,19.0,1500.0,2056.0,960.0,180.0,7.5
Kacchh,vadala,7.98,3976.0,280.0,135.0,0.0,0.66,108.0,342.0,2664.0,2014,23.0,800.0,1099.0,557.0,140.0,5.3
Kachchh,Kotaya,7.9,1153.0,310.0,79.0,0.0,0.95,31.0,378.0,773.0,2014,17.0,180.0,149.0,203.0,20.0,0.9
Kachchh,Kothara,7.56,4897.0,103.0,290.0,0.0,0.0,108.0,126.0,3281.0,2014,5.0,1000.0,1418.0,660.0,220.0,32.0
Kachchh,Mothala,7.7,5921.0,170.0,128.0,0.0,0.2,216.0,207.0,3967.0,2014,1.0,1300.0,1914.0,800.0,160.0,5.2
Kachchh,Naliya1,7.98,1545.0,490.0,78.0,0.0,1.15,31.0,598.0,1035.0,2014,6.0,170.0,170.0,300.0,16.0,3.9
Kachchh,Tera,7.45,4956.0,700.0,506.0,0.0,1.5,120.0,854.0,3321.0,2014,27.0,750.0,957.0,860.0,100.0,13.6
Kachchh,Vinjhan1,7.82,672.0,210.0,65.0,0.0,0.4,36.0,256.0,450.0,2014,0.0,230.0,57.0,60.0,32.0,7.8
Kachchh,Dholavira,7.92,11320.0,690.0,1021.0,0.0,0.2,240.0,842.0,7584.0,2014,75.0,2200.0,2552.0,1500.0,480.0,200.0
Kachchh,Kharoi,7.78,28360.0,300.0,2468.0,0.0,2.2,300.0,366.0,19001.0,2014,21.0,1550.0,8190.0,6000.0,120.0,60.0
Kachchh,Rathanpurkhadir,7.65,3440.0,260.0,214.0,0.0,0.6,132.0,317.0,2305.0,2014,22.0,1000.0,957.0,400.0,180.0,16.0
Kachchh,Samkhiari,8.01,3850.0,440.0,347.0,0.0,1.0,180.0,537.0,2580.0,2014,200.0,1000.0,709.0,354.0,100.0,160.0
Kachchh,Bhuj1,7.66,900.0,140.0,143.0,0.0,0.14,22.0,171.0,603.0,2014,4.0,280.0,142.0,99.0,76.0,13.0
Kachchh,Khavada,7.67,7212.0,120.0,922.0,0.0,0.0,292.0,146.0,4832.0,2014,6.0,1850.0,1844.0,860.0,260.0,20.4
Kachchh,Lodai,7.5,3013.0,150.0,588.0,0.0,0.3,132.0,183.0,2019.0,2014,25.0,1050.0,567.0,250.0,200.0,15.0
Kachchh,Sedat,7.58,590.0,170.0,37.0,0.0,0.0,26.0,207.0,395.0,2014,0.0,240.0,85.0,41.0,52.0,3.0
Kachchh,Sukhpar,7.98,7680.0,120.0,932.0,0.0,1.25,396.0,146.0,5146.0,2014,25.0,1900.0,1950.0,920.0,100.0,4.6
Kachchh,Gandhidham1,7.81,790.0,260.0,1.0,0.0,0.21,31.0,317.0,529.0,2014,35.0,290.0,99.0,65.0,64.0,11.5
Kachchh,Shinaya,7.75,2873.0,240.0,44.0,0.0,0.44,12.0,293.0,1925.0,2014,12.0,350.0,780.0,488.0,120.0,3.8
Kachchh,Lakhpat1,7.6,3477.0,130.0,435.0,0.0,0.0,134.0,159.0,2330.0,2014,3.0,1000.0,815.0,345.0,180.0,8.0
Kachchh,Mata no madh,7.98,968.0,130.0,155.0,0.0,0.35,29.0,159.0,649.0,2014,10.0,290.0,149.0,103.0,68.0,7.1
Kachchh,Moti cher,7.92,3251.0,100.0,188.0,0.0,0.0,144.0,122.0,2178.0,2014,5.0,950.0,957.0,330.0,140.0,19.1
Kachchh,Dunai,7.68,998.0,330.0,55.0,0.0,0.7,48.0,403.0,669.0,2014,5.0,280.0,106.0,122.0,32.0,2.1
Kachchh,Kotadi,7.62,2874.0,440.0,252.0,0.0,0.85,84.0,537.0,1926.0,2014,9.0,500.0,567.0,470.0,60.0,5.8
Kachchh,Mandvi-3,7.6,616.0,290.0,8.0,0.0,0.0,14.0,354.0,413.0,2014,6.0,230.0,57.0,54.0,68.0,29.5
Kachchh,Ratanpur(maum.),7.8,1282.0,280.0,143.0,0.0,0.85,46.0,342.0,859.0,2014,28.0,260.0,156.0,192.0,28.0,5.6
Kachchh,Bhadreshwar,7.51,721.0,180.0,5.0,0.0,0.0,26.0,220.0,483.0,2014,6.0,220.0,135.0,75.0,44.0,10.1
Kachchh,Karagoga,7.6,4195.0,790.0,153.0,0.0,1.2,24.0,964.0,2811.0,2014,8.0,350.0,780.0,793.0,100.0,2.8
Kachchh,Chandranagar,7.98,1972.0,160.0,282.0,0.0,0.43,84.0,195.0,1321.0,2014,4.0,570.0,383.0,200.0,88.0,8.0
Kachchh,Devisar,7.9,4611.0,200.0,324.0,0.0,0.8,132.0,244.0,3089.0,2014,1.0,950.0,1276.0,650.0,160.0,15.4
Kachchh,Deshalpur rapar,7.8,2250.0,180.0,297.0,0.0,0.08,106.0,220.0,1508.0,2014,13.0,770.0,432.0,160.0,132.0,27.0
Kachchh,Gagodar,7.9,20370.0,300.0,1468.0,0.0,1.4,657.0,366.0,13648.0,2014,120.0,4200.0,5850.0,2800.0,600.0,150.0
Kachchh,Kuda,7.56,950.0,320.0,47.0,0.0,0.8,17.0,390.0,637.0,2014,8.0,350.0,92.0,73.0,112.0,12.0
Kachchh,Lilpur,7.6,6880.0,320.0,850.0,0.0,0.95,276.0,390.0,4610.0,2014,40.0,2200.0,1737.0,700.0,420.0,26.0
Kachchh,Rapar2,7.61,780.0,140.0,112.0,0.0,0.35,26.0,171.0,523.0,2014,2.0,280.0,121.0,70.0,68.0,3.7
Kheda,Balasinor1,7.55,663.0,140.0,72.0,0.0,0.35,31.0,171.0,444.0,2014,26.0,300.0,99.0,36.0,68.0,0.7
Kheda,Juna vasadra,8.05,4010.0,480.0,254.0,0.0,0.35,240.0,586.0,2687.0,2014,32.0,1500.0,922.0,271.0,200.0,22.0
Kheda,Ladvel,7.92,980.0,300.0,30.0,0.0,0.82,22.0,366.0,657.0,2014,5.0,160.0,121.0,145.0,28.0,39.0
Kheda,Alina,7.87,2423.0,380.0,29.0,0.0,0.7,106.0,464.0,1623.0,2014,115.0,570.0,496.0,296.0,52.0,8.2
Kheda,Mahudha,7.6,1911.0,550.0,2.0,0.0,0.68,74.0,671.0,1280.0,2014,38.0,420.0,284.0,261.0,44.0,5.0
Kheda,Nadiad2,7.61,1068.0,470.0,30.0,0.0,0.46,79.0,573.0,716.0,2014,1.0,440.0,50.0,62.0,44.0,15.0
Kheda,Dakor,7.92,1872.0,680.0,8.0,0.0,0.72,77.0,830.0,1254.0,2014,21.0,400.0,156.0,240.0,32.0,12.2
Kheda,Kalesar,8.0,1190.0,510.0,13.0,0.0,0.92,55.0,622.0,797.0,2014,7.0,310.0,64.0,144.0,32.0,0.4
Kheda,Alindra,7.66,789.0,320.0,45.0,0.0,0.6,41.0,390.0,529.0,2014,10.0,290.0,28.0,58.0,48.0,1.7
Kheda,Bariyavi,7.4,1200.0,310.0,100.0,0.0,0.1,48.0,378.0,804.0,2014,6.0,340.0,156.0,139.0,56.0,1.2
Kheda,Muliyad,7.98,6945.0,140.0,220.0,0.0,0.5,228.0,171.0,4653.0,2014,4.0,1600.0,2304.0,950.0,260.0,0.4
Kheda,Parvada,7.52,1200.0,390.0,4.0,0.0,0.7,43.0,476.0,804.0,2014,25.0,320.0,120.0,112.0,56.0,27.0
Mahesana,Asjol,8.18,540.0,180.0,4.0,0.0,0.08,12.0,220.0,362.0,2014,60.0,210.0,28.0,29.0,64.0,12.1
Mahesana,Dharpura,8.2,990.0,410.0,8.0,0.0,0.7,14.0,500.0,663.0,2014,16.0,140.0,57.0,172.0,32.0,46.0
Mahesana,Budasan,7.98,2580.0,570.0,88.0,0.0,0.6,72.0,695.0,1729.0,2014,26.0,950.0,567.0,250.0,260.0,38.0
Mahesana,Vidaj,7.86,2363.0,470.0,100.0,0.0,0.2,36.0,573.0,1583.0,2014,50.0,500.0,390.0,245.0,140.0,157.0
Mahesana,Kheralu1,7.94,1796.0,460.0,112.0,0.0,1.76,60.0,561.0,1203.0,2014,18.0,400.0,234.0,244.0,60.0,0.1
Mahesana,Rampura1,8.1,1214.0,440.0,89.0,0.0,0.37,34.0,537.0,813.0,2014,5.0,300.0,92.0,170.0,64.0,2.1
Mahesana,Unad1,8.06,9124.0,1220.0,122.0,0.0,1.37,240.0,1488.0,6113.0,2014,40.0,1500.0,2304.0,1460.0,200.0,23.0
Mahesana,Maguna,7.92,3081.0,790.0,58.0,0.0,0.55,98.0,964.0,2064.0,2014,30.0,650.0,496.0,430.0,96.0,34.0
Mahesana,Panchot,8.06,1950.0,410.0,21.0,0.0,0.25,36.0,500.0,1307.0,2014,6.0,280.0,362.0,310.0,52.0,73.0
Mahesana,Dosaj,8.2,2920.0,260.0,25.0,0.0,0.3,36.0,317.0,1956.0,2014,55.0,650.0,709.0,319.0,200.0,108.0
Mahesana,Sihi,7.6,830.0,260.0,10.0,0.0,0.33,29.0,317.0,556.0,2014,17.0,250.0,85.0,72.0,52.0,51.0
Mahesana,Unawa,8.0,4310.0,610.0,29.0,0.0,0.4,180.0,744.0,2888.0,2014,8.0,1100.0,1064.0,491.0,140.0,74.0
Mahesana,Bhandupara,8.1,2286.0,400.0,72.0,0.0,0.72,70.0,488.0,1532.0,2014,3.0,370.0,447.0,344.0,32.0,20.8
Mahesana,Tarabh,8.1,512.0,200.0,11.0,0.0,0.3,17.0,244.0,343.0,2014,2.0,210.0,43.0,30.0,56.0,7.7
Mahesana,Unjha,7.68,3256.0,500.0,322.0,0.0,1.0,108.0,610.0,2182.0,2014,150.0,750.0,496.0,422.0,120.0,94.0
Narmada,Kanbi pitha,8.1,603.0,250.0,17.0,0.0,0.25,31.0,305.0,404.0,2014,2.0,270.0,35.0,23.0,56.0,0.1
Narmada,Garudeshwar,7.9,1080.0,390.0,28.0,0.0,0.48,53.0,476.0,724.0,2014,46.0,440.0,64.0,50.0,88.0,3.0
Narmada,Hirapura,8.02,900.0,350.0,40.0,0.0,0.76,31.0,427.0,603.0,2014,2.0,360.0,50.0,49.0,96.0,0.8
Narmada,Khota amba,7.9,673.0,290.0,36.0,0.0,0.4,31.0,354.0,451.0,2014,0.0,320.0,21.0,18.0,76.0,0.0
Narmada,Ringani,8.25,552.0,210.0,39.0,0.0,0.37,34.0,256.0,370.0,2014,4.0,260.0,28.0,16.0,48.0,0.2
Narmada,Sunderpura,7.2,1253.0,500.0,10.0,0.0,0.87,50.0,610.0,840.0,2014,70.0,480.0,50.0,42.0,108.0,57.0
Narmada,Amayar,8.2,456.0,190.0,15.0,0.0,0.33,22.0,232.0,306.0,2014,1.0,190.0,21.0,22.0,40.0,0.1
Narmada,Selemba,8.1,688.0,230.0,38.0,0.0,0.3,36.0,281.0,461.0,2014,24.0,310.0,43.0,19.0,64.0,0.3
Narmada,Namaria,7.82,4700.0,430.0,133.0,0.0,0.83,310.0,525.0,3149.0,2014,720.0,1690.0,908.0,349.0,160.0,1.8
Narmada,Alma wadi,7.7,1700.0,150.0,180.0,0.0,0.19,96.0,183.0,1139.0,2014,230.0,810.0,255.0,36.0,164.0,1.1
Narmada,Besana,8.06,390.0,170.0,31.0,0.0,0.2,22.0,207.0,261.0,2014,2.0,200.0,14.0,11.0,44.0,0.2
Narmada,Chuli,8.06,626.0,210.0,36.0,0.0,0.15,22.0,256.0,419.0,2014,35.0,300.0,50.0,22.0,84.0,0.3
Narmada,Jankh,8.1,468.0,220.0,11.0,0.0,0.16,7.0,268.0,314.0,2014,3.0,180.0,28.0,43.0,60.0,0.0
Narmada,Khadiapada,8.0,471.0,180.0,10.0,0.0,0.02,14.0,220.0,316.0,2014,7.0,190.0,21.0,17.0,52.0,0.0
Narmada,Ralda,8.0,565.0,240.0,19.0,0.0,0.3,17.0,293.0,379.0,2014,5.0,250.0,14.0,16.0,72.0,0.3
Narmada,Umran,7.9,496.0,180.0,13.0,0.0,0.1,22.0,220.0,332.0,2014,17.0,230.0,35.0,13.0,56.0,0.0
Navsari,Unai,7.73,650.0,140.0,45.0,0.0,0.35,31.0,171.0,436.0,2014,24.0,270.0,99.0,36.0,56.0,1.3
Navsari,Hond,7.65,1170.0,440.0,10.0,0.0,0.25,34.0,537.0,784.0,2014,24.0,450.0,92.0,63.0,124.0,13.0
Navsari,Kaliyari,7.61,628.0,210.0,54.0,0.0,0.27,43.0,256.0,421.0,2014,13.0,310.0,64.0,27.0,52.0,0.6
Navsari,Khergam,7.31,520.0,180.0,40.0,0.0,0.35,19.0,220.0,348.0,2014,6.0,240.0,50.0,27.0,64.0,0.2
Navsari,Sari khurd,7.71,1220.0,270.0,145.0,0.0,0.18,48.0,329.0,817.0,2014,1.0,300.0,158.0,160.0,40.0,20.0
Navsari,Abrama,7.81,2880.0,380.0,12.0,0.0,0.4,60.0,464.0,1930.0,2014,8.0,650.0,745.0,362.0,160.0,22.0
