Well D,District,Taluka,Location,Type,pH,EC,TDS,CO3,HCO3,CL,NO3,SO4,F,Alk,Ca,Mg,TH,Na,K,SAR,Arsenic,Unnamed: 23
W211410070002501,Junagadh,MANGROL,Antroli,Dug Well,7.77,10850.0,7270.0,0.0,146.0,3479.0,45.0,386.0,0.05,120.0,660.0,280.0,2800.0,1255.0,20.7,10.31,,
W210450070103501,Junagadh,MANGROL,Arena,Dug Well,7.54,8557.0,5733.0,0.0,134.0,2592.0,52.0,416.0,0.38,110.0,440.0,292.0,2300.0,915.0,45.7,8.3,,
W211315070032001,Junagadh,MANGROL,Bamanwara,Dug Well,7.5,8187.0,5485.0,0.0,171.0,2592.0,90.0,303.0,0.5,140.0,920.0,219.0,3200.0,475.0,4.7,3.65,2.0,
W211100070091502,Junagadh,MANGROL,Goraj,Dug Well,8.28,975.0,653.0,0.0,366.0,99.0,44.0,22.0,1.36,300.0,54.0,32.0,260.0,112.0,1.9,3.02,,
W211455070033001,Junagadh,MANGROL,Kalej,Dug Well,7.84,6784.0,4545.0,0.0,207.0,2059.0,130.0,181.0,0.69,170.0,780.0,121.0,2450.0,440.0,9.3,3.86,,
W210350070102501,Junagadh,MANGROL,Khorada1,Dug Well,7.8,5235.0,3507.0,0.0,378.0,1420.0,25.0,202.0,0.3,310.0,200.0,121.0,1000.0,722.0,39.7,9.93,1.0,
W211000070040001,Junagadh,MANGROL,Lohej,Dug Well,8.0,7419.0,4971.0,0.0,329.0,2201.0,21.0,299.0,0.62,270.0,440.0,158.0,1750.0,917.0,31.7,9.53,2.0,
W210835070054501,Junagadh,MANGROL,Maktupur1,Dug Well,7.61,10770.0,7216.0,0.0,146.0,3408.0,24.0,607.0,0.4,120.0,560.0,33.0,2550.0,1422.0,13.0,12.24,1.0,
W210750070071001,Junagadh,MANGROL,Mangrol1,Dug Well,8.03,1619.0,1085.0,0.0,354.0,312.0,50.0,48.0,0.81,290.0,92.0,24.0,330.0,199.0,47.8,4.76,5.0,
W210900070074501,Junagadh,MANGROL,Manketara,Dug Well,8.1,1040.0,697.0,0.0,244.0,149.0,40.0,54.0,0.96,200.0,64.0,29.0,280.0,103.0,2.2,2.68,,
W210700070131001,Junagadh,MANGROL,Sepa,Dug Well,7.99,998.0,669.0,0.0,232.0,142.0,55.0,69.0,0.85,190.0,68.0,36.0,320.0,88.0,18.1,2.14,,
W210800070145501,Junagadh,MANGROL,Seriakhan,Dug Well,7.77,1645.0,1102.0,0.0,232.0,312.0,110.0,85.0,0.53,190.0,120.0,47.0,480.0,154.0,0.5,3.06,,
W210615070091001,Junagadh,MANGROL,Shardagram,Dug Well,7.58,10330.0,6921.0,0.0,183.0,3195.0,17.0,613.0,0.5,150.0,480.0,158.0,1850.0,1618.0,10.9,16.36,2.0,
W211108070024701,Junagadh,MANGROL,Sil,Dug Well,7.71,5491.0,3679.0,0.0,220.0,1598.0,41.0,173.0,0.7,180.0,260.0,122.0,1150.0,703.0,30.1,9.01,,
W211325070032001,Junagadh,MANGROL,Sil bandar,Dug Well,8.28,3580.0,2399.0,0.0,732.0,817.0,42.0,118.0,0.59,600.0,180.0,61.0,700.0,503.0,94.0,8.27,7.0,
W211930070260001,Junagadh,MENDARDA,Mendarda1,Dug Well,8.27,666.0,446.0,0.0,366.0,43.0,8.0,28.0,0.64,300.0,40.0,46.0,290.0,50.0,0.1,1.28,1.0,
W210145070363001,Junagadh,TALALA,Jambur[madhapa,Dug Well,8.02,893.0,598.0,0.0,256.0,85.0,13.0,129.0,0.32,210.0,68.0,53.0,390.0,40.0,1.1,0.88,2.0,
W210305070313001,Junagadh,TALALA,Talala1,Dug Well,7.94,501.0,336.0,0.0,207.0,57.0,10.0,5.0,0.1,170.0,60.0,7.0,180.0,39.0,3.4,1.26,1.0,
W205730071041501,Junagadh,UNA,Dhokadva,Dug Well,8.28,580.0,389.0,0.0,293.0,35.0,9.0,45.0,0.3,240.0,52.0,36.0,280.0,30.0,1.4,0.78,3.0,
W204510070551001,Junagadh,UNA,Girgadhada,Dug Well,8.01,911.0,610.0,0.0,232.0,106.0,75.0,107.0,0.38,190.0,96.0,44.0,410.0,48.0,0.8,1.03,2.0,
W205900070454501,Junagadh,UNA,Jamvala1,Dug Well,8.0,558.0,374.0,0.0,220.0,43.0,12.0,85.0,0.36,180.0,64.0,29.0,280.0,28.0,0.2,0.73,,
W205115071071501,Junagadh,UNA,Sametar,Dug Well,8.33,856.0,574.0,48.0,134.0,121.0,17.0,81.0,0.17,190.0,52.0,50.0,340.0,56.0,2.0,1.32,1.0,
W204930071023001,Junagadh,UNA,Una2,Dug Well,8.39,1936.0,1297.0,108.0,171.0,333.0,72.0,111.0,1.3,320.0,64.0,60.0,410.0,259.0,4.0,5.56,3.0,
W212515070190001,Junagadh,VANTHALI,Khokharda,Dug Well,7.97,1500.0,1005.0,0.0,329.0,263.0,55.0,70.0,0.48,270.0,96.0,41.0,410.0,163.0,1.7,3.5,,
W212215070202001,Junagadh,VANTHALI,Khoras ahir,Dug Well,8.21,2694.0,1805.0,0.0,500.0,511.0,90.0,153.0,0.9,410.0,120.0,73.0,600.0,356.0,2.2,6.32,,
W205320070281502,Junagadh,VERAVAL,Ajotha,Dug Well,8.27,1431.0,959.0,0.0,207.0,312.0,37.0,97.0,0.74,170.0,112.0,62.0,540.0,96.0,2.7,1.8,,
W205900070261001,Junagadh,VERAVAL,Moraj,Dug Well,8.13,760.0,509.0,0.0,207.0,99.0,10.0,105.0,1.04,170.0,68.0,22.0,260.0,79.0,0.5,2.13,,
W212130070444501,Junagadh,VISAVADAR,Mandawad,Dug Well,8.25,918.0,615.0,0.0,146.0,170.0,22.0,94.0,0.15,120.0,68.0,24.0,270.0,96.0,0.9,2.54,,
W211800070420001,Junagadh,VISAVADAR,Prempara,Dug Well,8.65,1062.0,712.0,84.0,110.0,99.0,41.0,112.0,0.58,230.0,92.0,50.0,440.0,38.0,6.5,0.79,2.0,
W210032070433301,Junagadh,Talala,Amervel Nes,Dug Well,8.36,647.0,433.0,72.0,12.0,42.0,32.0,127.0,0.33,130.0,68.0,34.0,310.0,18.0,1.0,0.44,,
W205839070363301,Junagadh,Talala,Bhim Deval,Dug Well,7.97,1163.0,779.0,0.0,207.0,148.0,57.0,179.0,0.8,170.0,92.0,46.0,420.0,90.0,2.1,1.91,7.0,
W205251070590301,Junagadh,Una,Jargla Jargali,Dug Well,8.28,490.0,328.0,0.0,232.0,35.0,10.0,6.0,0.34,190.0,48.0,17.0,190.0,30.0,0.9,0.95,1.0,
W205212071030401,Junagadh,Una,Kansari,Dug Well,8.2,575.0,385.0,0.0,146.0,64.0,37.0,51.0,0.6,120.0,40.0,31.0,230.0,30.0,5.3,0.86,3.0,
W205103070400901,Junagadh,Kodinar,Prasli,Dug Well,8.09,1313.0,880.0,0.0,256.0,191.0,75.0,51.0,1.1,210.0,64.0,48.0,360.0,110.0,62.0,2.52,2.0,
W212437070310501,Junagadh,JUNAGADH,Anandpur,Dug Well,7.62,426.0,285.0,0.0,159.0,57.0,14.0,4.0,0.5,130.0,48.0,12.0,170.0,27.0,1.6,0.9,1.0,
W213607070323001,Junagadh,JUNAGADH,Chokli,Dug Well,8.11,647.0,433.0,0.0,305.0,64.0,7.0,3.0,0.39,250.0,56.0,22.0,230.0,56.0,0.0,1.61,1.0,
W211613070405001,Junagadh,Vasavadar,Kasia Naka,Dug Well,8.36,502.0,336.0,60.0,85.0,43.0,9.0,8.0,0.2,170.0,64.0,5.0,180.0,31.0,0.3,1.0,,
W211620070284701,Junagadh,MENDARDA,Kanedipur,Dug Well,8.05,635.0,425.0,0.0,317.0,50.0,2.0,4.0,0.39,260.0,56.0,29.0,260.0,36.0,0.6,0.97,1.0,
W213519070021501,Junagadh,VANTHALI,Saradiya,Dug Well,8.0,2375.0,1591.0,0.0,268.0,554.0,18.0,134.0,0.2,220.0,128.0,68.0,600.0,260.0,1.6,4.61,,
W213632070300801,Junagadh,JUNAGADH,Vadal,Dug Well,8.21,1290.0,864.0,0.0,476.0,185.0,37.0,47.0,0.83,390.0,88.0,73.0,520.0,99.0,6.4,1.89,1.0,
W230230069043001,Kachchh,ABDASA,Kotaya,Dug Well,8.41,1401.0,939.0,60.0,146.0,198.0,22.0,213.0,1.07,220.0,48.0,46.0,310.0,200.0,1.4,4.94,,
W230943068544301,Kachchh,ABDASA,Kothara,Dug Well,8.5,3072.0,2058.0,84.0,476.0,744.0,2.0,38.0,2.68,530.0,100.0,120.0,750.0,410.0,3.3,6.51,7.0,
W231600068500001,Kachchh,ABDASA,Naliya1,Dug Well,8.72,1696.0,1136.0,96.0,366.0,213.0,13.0,137.0,0.74,460.0,24.0,29.0,180.0,340.0,5.0,11.02,3.0,
W231700068565001,Kachchh,ABDASA,Tera,Dug Well,9.0,2984.0,1999.0,96.0,305.0,780.0,42.0,47.0,1.5,410.0,120.0,168.0,1000.0,281.0,6.8,3.86,,
W230600069013001,Kachchh,ABDASA,Vinjhan1,Dug Well,7.75,15920.0,10666.0,0.0,305.0,5141.0,2.0,363.0,0.85,250.0,520.0,564.0,3650.0,1990.0,31.0,14.32,,
W232715070210001,Kachchh,BHACHAU,Kharoi,Dug Well,8.12,1348.0,903.0,0.0,268.0,278.0,2.0,1.0,0.0,220.0,80.0,60.0,450.0,78.0,6.0,1.6,4.0,
W235145070213002,Kachchh,BHACHAU,Rathanpurkhadin,Dug Well,8.28,4032.0,2701.0,0.0,256.0,1099.0,48.0,205.0,0.15,210.0,260.0,232.0,1200.0,383.0,17.0,4.81,,
W231800070303001,Kachchh,BHACHAU,Samkhiari,Dug Well,8.09,4967.0,3328.0,0.0,439.0,1134.0,110.0,446.0,1.27,360.0,200.0,228.0,1450.0,500.0,16.0,5.71,4.0,
W231500069400002,Kachchh,BHUJ,Bhuj1,Dug Well,8.25,913.0,612.0,0.0,244.0,92.0,6.0,96.0,0.08,200.0,72.0,31.0,310.0,58.0,13.3,1.43,1.0,
W232130069520001,Kachchh,BHUJ,Haboi,Dug Well,8.1,1446.0,969.0,0.0,268.0,227.0,8.0,169.0,0.85,220.0,76.0,50.0,400.0,151.0,10.7,3.28,,
W235020069435001,Kachchh,BHUJ,Khavada,Dug Well,7.76,11940.0,8000.0,0.0,281.0,2836.0,12.0,1662.0,0.3,230.0,620.0,312.0,2850.0,1460.0,42.0,11.89,3.0,
W232400069533001,Kachchh,BHUJ,Lodai,DCB,7.96,4188.0,2806.0,0.0,207.0,886.0,8.0,689.0,1.32,170.0,260.0,324.0,1500.0,305.0,2.6,3.42,,
W230825069382001,Kachchh,BHUJ,Sedat,Dug Well,8.39,722.0,484.0,60.0,195.0,28.0,0.0,86.0,0.0,260.0,60.0,36.0,300.0,41.0,3.2,1.03,,
W231230069370001,Kachchh,BHUJ,Sukhpar,Dug Well,7.74,9244.0,6193.0,0.0,244.0,2730.0,60.0,505.0,1.35,200.0,480.0,240.0,2200.0,1140.0,5.8,10.57,,
W230500070083002,Kachchh,GANDHIDHAM,Gandhidham1,Dug Well,8.13,1614.0,1081.0,0.0,488.0,227.0,44.0,36.0,0.85,400.0,116.0,46.0,480.0,147.0,23.0,2.92,2.0,
W230200070031501,Kachchh,GANDHIDHAM,Shinaya,Dug Well,8.12,5067.0,3395.0,0.0,378.0,1347.0,2.0,320.0,0.3,310.0,260.0,108.0,1100.0,676.0,7.7,8.86,1.0,
W233200068570001,Kachchh,LAKHPAT,Mata no madh,Dug Well,8.12,1366.0,915.0,0.0,158.0,291.0,0.0,172.0,0.0,130.0,80.0,34.0,340.0,177.0,8.2,4.17,1.0,
W234530068403001,Kachchh,LAKHPAT,Moti cher,Dug Well,7.92,3810.0,2553.0,0.0,134.0,1064.0,0.0,299.0,0.0,110.0,260.0,216.0,1550.0,180.0,27.8,1.99,5.0,
W230300069300001,Kachchh,MANDVI,Dunai,Dug Well,8.29,1035.0,693.0,0.0,488.0,113.0,4.0,40.0,0.38,400.0,72.0,38.0,340.0,123.0,2.7,2.9,,
W230230069113001,Kachchh,MANDVI,Kotadi,Dug Well,8.49,2634.0,1765.0,84.0,268.0,567.0,50.0,196.0,1.2,360.0,140.0,84.0,700.0,330.0,6.4,5.42,1.0,
W225030069203001,Kachchh,MANDVI,Mandvi1,Dug Well,8.4,968.0,649.0,60.0,98.0,121.0,4.0,139.0,0.3,180.0,40.0,36.0,250.0,116.0,5.2,3.19,,
W225000069200002,Kachchh,MANDVI,Mandvi-3,Dug Well,8.29,547.0,366.0,0.0,281.0,28.0,30.0,28.0,0.0,230.0,72.0,12.0,230.0,43.0,15.1,1.23,5.0,
W225400069540001,Kachchh,MUNDRA,Bhadreshwar,Dug Well,8.28,1068.0,716.0,0.0,317.0,191.0,0.0,30.0,0.0,260.0,96.0,36.0,390.0,80.0,12.3,1.76,,
W225630069394501,Kachchh,MUNDRA,Karagoga,Dug Well,8.42,4851.0,3250.0,108.0,561.0,886.0,4.0,631.0,1.15,640.0,120.0,96.0,700.0,860.0,3.4,14.13,,
W232700069240001,Kachchh,NAKHATRANA,Chandranagar,Dug Well,8.28,2442.0,1636.0,0.0,415.0,461.0,5.0,288.0,0.62,340.0,200.0,180.0,1000.0,140.0,19.7,1.92,,
W232410069194501,Kachchh,NAKHATRANA,Devisar,Dug Well,7.96,5700.0,3819.0,0.0,378.0,1418.0,4.0,461.0,1.0,310.0,200.0,204.0,1350.0,677.0,19.7,8.01,,
W232200069120001,Kachchh,NAKHATRANA,Kotda jadvapur,Dug Well,8.26,3264.0,2187.0,0.0,403.0,674.0,12.0,360.0,0.3,330.0,180.0,168.0,1150.0,243.0,6.3,3.12,1.0,
W234450070404501,Kachchh,RAPAR,Deshalpur rapar,Dug Well,8.04,7235.0,4847.0,0.0,427.0,1985.0,10.0,396.0,0.0,350.0,360.0,180.0,1650.0,900.0,56.0,9.63,1.0,
W232500070480001,Kachchh,RAPAR,Gagodar,Dug Well,8.43,397.0,266.0,72.0,98.0,21.0,3.0,5.0,0.08,200.0,32.0,14.0,140.0,50.0,2.5,1.84,1.0,
W235240070483101,Kachchh,RAPAR,Kuda,Dug Well,8.24,1137.0,762.0,0.0,451.0,106.0,41.0,22.0,1.17,370.0,132.0,19.0,410.0,61.0,32.0,1.31,22.0,
W233040070390001,Kachchh,RAPAR,Lilpur,Dug Well,7.98,9219.0,6177.0,0.0,220.0,2482.0,100.0,716.0,0.77,180.0,64.0,312.0,2900.0,761.0,31.0,6.14,1.0,
W233400070381502,Kachchh,RAPAR,Rapar2,Dug Well,8.29,374.0,251.0,0.0,159.0,35.0,2.0,34.0,0.1,130.0,36.0,14.0,150.0,31.0,4.6,1.1,,
W225620069045801,Kachchh,MANDVI,Bambhdai,Dug Well,8.04,6384.0,4277.0,0.0,281.0,1985.0,0.0,165.0,0.6,230.0,280.0,192.0,1500.0,800.0,5.9,8.98,,
W225224069484201,Kachchh,Mundra,Luni,Dug Well,8.25,2718.0,1821.0,0.0,146.0,674.0,11.0,250.0,0.0,120.0,180.0,108.0,700.0,300.0,10.4,4.93,,
W232747069081701,Kachchh,NAKHATRANA,Ugardi,Dug Well,7.71,8875.0,5946.0,0.0,317.0,2375.0,48.0,670.0,0.62,260.0,320.0,288.0,2000.0,1100.0,7.3,10.69,1.0,
W225458069512001,Kachchh,MUNDRA,Vadala,Dug Well,7.98,4163.0,2789.0,0.0,415.0,1063.0,18.0,224.0,0.7,340.0,200.0,132.0,1050.0,487.0,4.2,6.53,,
W225700073193001,Kheda,BALASINOR,Balasinor1,Dug Well,8.24,714.0,478.0,0.0,183.0,107.0,24.0,20.0,0.56,150.0,8.0,54.0,240.0,48.0,0.5,1.35,,
W230500073214501,Kheda,BALASINOR,Juna vasadra,Dug Well,8.27,913.0,612.0,0.0,378.0,71.0,42.0,15.0,0.66,310.0,72.0,36.0,330.0,61.0,2.1,1.46,6.0,
W230015073053001,Kheda,KAPADVANJ,Kapadvanj,Dug Well,8.1,3787.0,2537.0,0.0,464.0,838.0,39.0,219.0,2.5,380.0,88.0,19.0,300.0,710.0,16.8,17.82,3.0,
W225430073071501,Kheda,KATHLAL,Ladvel,Dug Well,8.05,2625.0,1759.0,0.0,427.0,497.0,175.0,96.0,0.9,350.0,96.0,36.0,640.0,305.0,9.5,5.24,4.0,
W224830073033001,Kheda,MAHUDHA,Alina,Dug Well,7.41,8060.0,5400.0,0.0,293.0,2286.0,4.0,512.0,0.6,240.0,216.0,170.0,1240.0,1290.0,20.7,15.93,,
W224700072563001,Kheda,MAHUDHA,Mahudha,Dug Well,8.6,1582.0,1060.0,60.0,573.0,192.0,31.0,29.0,1.3,570.0,20.0,17.0,120.0,360.0,2.2,14.29,,
W223430072373001,Kheda,MATAR,Shekhupura,Dug Well,8.26,2248.0,1506.0,0.0,549.0,398.0,105.0,30.0,0.8,450.0,64.0,88.0,520.0,252.0,54.4,4.8,2.0,
W224100072530001,Kheda,NADIAD,Nadiad2,Dug Well,8.7,4207.0,2819.0,132.0,451.0,852.0,14.0,200.0,0.2,590.0,24.0,112.0,520.0,440.0,446.0,8.39,6.0,
W224545073101001,Kheda,THASRA,Dakor,Dug Well,8.5,1273.0,853.0,120.0,476.0,128.0,28.0,15.0,1.1,590.0,40.0,58.0,340.0,218.0,1.1,5.14,1.0,
W224315073113001,Kheda,THASRA,Kalesar,Dug Well,8.5,1759.0,1179.0,156.0,610.0,149.0,22.0,19.0,0.95,760.0,52.0,54.0,350.0,305.0,13.8,7.09,2.0,
W231005073244001,Kheda,VIRPUR,Bar,Dug Well,8.27,2916.0,1954.0,0.0,854.0,426.0,21.0,120.0,0.9,700.0,248.0,15.0,680.0,205.0,280.0,3.42,4.0,
W224203072583601,Kheda,NADIAD,Alindra,Dug Well,8.28,1327.0,889.0,0.0,549.0,149.0,8.0,12.0,0.1,450.0,84.0,41.0,380.0,139.0,28.3,3.1,8.0,
W223808072543301,Kheda,NADIAD,Boriyavi,Dug Well,8.58,859.0,576.0,72.0,366.0,57.0,0.0,19.0,0.77,420.0,32.0,92.0,430.0,43.0,1.0,0.9,4.0,
W224659073103601,Kheda,Tharsa,Muliyad,Dug Well,8.5,1064.0,713.0,72.0,512.0,64.0,13.0,6.0,1.3,540.0,32.0,44.0,260.0,180.0,0.8,4.85,2.0,
W233030072110001,Mehsana,BECHARAJI,Asjol,Dug Well,8.23,385.0,258.0,0.0,207.0,21.0,26.0,6.0,0.15,170.0,56.0,5.0,160.0,25.0,9.8,0.86,,
W233245072064501,Mehsana,BECHARAJI,Dharpura,Dug Well,8.28,1296.0,868.0,0.0,622.0,99.0,12.0,18.0,0.95,510.0,44.0,29.0,230.0,175.0,48.9,5.02,26.0,
W231715072223001,Mehsana,KADI,Budasan,Dug Well,8.09,1079.0,723.0,0.0,366.0,149.0,22.0,10.0,0.75,300.0,96.0,17.0,310.0,92.0,26.8,2.27,3.0,
W231450072180001,Mehsana,KADI,Vidaj,DCB,8.28,1922.0,1288.0,0.0,622.0,263.0,27.0,40.0,0.25,510.0,64.0,19.0,240.0,233.0,164.8,6.54,16.0,
W235315072364501,Mehsana,KHERALU,Kheralu1,Dug Well,8.07,374.0,251.0,0.0,171.0,43.0,2.0,6.0,0.4,140.0,40.0,15.0,160.0,23.0,3.4,0.79,,
W235330072310001,Mehsana,KHERALU,Rampura1,Dug Well,8.64,986.0,661.0,36.0,488.0,64.0,9.0,7.0,0.6,460.0,44.0,22.0,200.0,169.0,2.2,5.2,,
W235045072430001,Mehsana,KHERALU,Unad,Dug Well,8.09,8190.0,5487.0,0.0,1598.0,1527.0,45.0,411.0,1.8,1310.0,100.0,219.0,1150.0,1293.0,19.9,16.58,8.0,
W233440072172001,Mehsana,MAHESANA,Maguna,Dug Well,7.97,3431.0,2299.0,0.0,976.0,611.0,43.0,36.0,0.55,800.0,120.0,209.0,1160.0,270.0,29.3,3.45,2.0,
W233745072203001,Mehsana,MAHESANA,Panchot,Dug Well,8.27,2478.0,1660.0,0.0,549.0,497.0,8.0,20.0,0.45,450.0,80.0,49.0,400.0,315.0,77.8,6.85,1.0,
W235030072270001,Mehsana,UNJHA,Dosaj,Dug Well,8.03,2302.0,1542.0,0.0,366.0,454.0,31.0,191.0,1.9,300.0,56.0,34.0,280.0,413.0,16.2,10.73,2.0,
W234800072210001,Mehsana,UNJHA,Sihi,Dug Well,8.18,908.0,608.0,0.0,329.0,92.0,44.0,15.0,0.45,270.0,36.0,24.0,240.0,66.0,54.9,1.85,,
W234600072214501,Mehsana,UNJHA,Unawa,Dug Well,8.23,4305.0,2884.0,0.0,915.0,781.0,16.0,277.0,0.65,750.0,120.0,117.0,780.0,591.0,75.5,9.2,,
W234330072230001,Mehsana,VISNAGAR,Bhandupara,Dug Well,8.26,2330.0,1561.0,0.0,451.0,483.0,6.0,49.0,0.85,370.0,56.0,44.0,320.0,367.0,18.5,8.92,,
W234530072273001,Mehsana,VISNAGAR,Tarabh,Dug Well,8.27,488.0,327.0,0.0,244.0,43.0,0.0,4.0,0.25,200.0,56.0,12.0,190.0,31.0,6.9,0.98,,
W234752072234001,Mehsana,UNJHA,Unjha,Dug Well,8.02,3179.0,2130.0,0.0,634.0,497.0,185.0,172.0,0.95,520.0,56.0,88.0,500.0,440.0,78.9,8.56,,
W213115073384502,Narmada,DEDIAPADA,Kanbi pitha,Dug Well,7.97,610.0,409.0,0.0,293.0,35.0,16.0,13.0,0.33,240.0,60.0,31.0,280.0,17.0,0.2,0.44,1.0,
W215330073390001,Narmada,NANDOD,Garudeshwar,Dug Well,8.2,1000.0,670.0,0.0,451.0,57.0,58.0,34.0,0.77,370.0,96.0,43.0,420.0,53.0,1.9,1.12,3.0,
W215205073360001,Narmada,NANDOD,Hirapura,Dug Well,8.04,713.0,478.0,0.0,378.0,25.0,3.0,23.0,0.76,310.0,84.0,17.0,280.0,43.0,1.0,1.12,2.0,
W214400073283001,Narmada,NANDOD,Khota amba,Dug Well,8.09,639.0,428.0,0.0,342.0,21.0,5.0,19.0,0.56,280.0,48.0,41.0,290.0,21.0,0.4,0.54,1.0,
W215530073293001,Narmada,NANDOD,Rasela,Dug Well,8.25,494.0,331.0,0.0,256.0,21.0,3.0,12.0,0.53,210.0,56.0,14.0,200.0,26.0,0.0,0.8,,
W215030073280001,Narmada,NANDOD,Ringani,Dug Well,8.09,560.0,375.0,0.0,293.0,21.0,0.0,70.0,0.71,240.0,44.0,48.0,310.0,16.0,10.0,0.4,,
W215050073321001,Narmada,NANDOD,Sunderpura,Dug Well,8.23,631.0,423.0,0.0,293.0,21.0,15.0,92.0,0.41,240.0,60.0,46.0,340.0,18.0,0.8,0.42,6.0,
W213630073453002,Narmada,SAGBARA,Selemba,Dug Well,7.98,765.0,513.0,0.0,268.0,57.0,52.0,86.0,0.5,220.0,88.0,38.0,380.0,25.0,0.4,0.56,,
W220240073372001,Narmada,TILAKWADA,Namaria,Dug Well,7.55,4522.0,3030.0,0.0,512.0,886.0,230.0,453.0,1.08,420.0,200.0,408.0,1750.0,274.0,1.2,2.85,3.0,
W212932073354901,Narmada,Dediapada,Jankh,Dug Well,8.1,626.0,419.0,0.0,293.0,35.0,6.0,41.0,0.52,240.0,64.0,34.0,300.0,18.0,0.2,0.45,,
W213050073311001,Narmada,Dediapada,Khaidipada,Dug Well,8.17,500.0,335.0,0.0,220.0,28.0,10.0,38.0,0.3,180.0,48.0,29.0,240.0,13.0,0.1,0.36,1.0,
W213636073390901,Narmada,Dediapada,Ralda,Dug Well,7.88,1457.0,976.0,0.0,451.0,220.0,27.0,29.0,0.34,370.0,60.0,55.0,380.0,164.0,1.6,3.66,,
W204330073090001,Navsari,CHIKHLI,Kaliyari,Dug Well,7.86,844.0,565.0,0.0,366.0,64.0,17.0,23.0,0.65,300.0,20.0,54.0,270.0,74.0,0.3,1.96,,
W203800073054501,Navsari,CHIKHLI,Khergam,Dug Well,7.95,764.0,512.0,0.0,366.0,57.0,3.0,17.0,0.3,300.0,60.0,17.0,220.0,84.0,0.2,2.46,,
W204715072571501,Navsari,GANDEVI,Sari_khurd,Dug Well,7.75,2021.0,1354.0,0.0,390.0,447.0,3.0,49.0,0.2,320.0,44.0,90.0,480.0,245.0,21.7,4.86,1.0,
W205930072531001,Navsari,JALALPORE,Chinam,Dug Well,7.88,2888.0,1935.0,0.0,891.0,440.0,11.0,126.0,0.4,730.0,32.0,54.0,300.0,552.0,4.9,13.86,2.0,
W205330072483001,Navsari,JALALPORE,Dandi,Dug Well,7.92,1315.0,881.0,0.0,586.0,114.0,6.0,29.0,0.35,480.0,16.0,44.0,220.0,211.0,4.6,6.19,1.0,
W205658072563001,Navsari,NAVSARI,Navsari1,Dug Well,7.93,6322.0,4236.0,0.0,317.0,2095.0,5.0,172.0,0.4,260.0,260.0,231.0,1600.0,845.0,4.9,9.18,1.0,
W204952073200401,Navsari,VANSDA,Chandav,Dug Well,7.98,1062.0,712.0,0.0,427.0,121.0,7.0,18.0,0.75,350.0,76.0,41.0,360.0,87.0,1.2,1.99,,
W204943073032701,Navsari,GANDEVI,Duvada,Dug Well,7.91,1077.0,722.0,0.0,488.0,78.0,3.0,95.0,0.9,400.0,28.0,49.0,270.0,159.0,0.7,4.21,,
W204027073140001,Navsari,CHIKHLI,Manav Khadak,Dug Well,7.85,714.0,478.0,0.0,378.0,28.0,0.0,17.0,0.7,310.0,40.0,24.0,200.0,78.0,0.5,2.4,2.0,
W204818073160001,Navsari,VANSDA,Moti Valzar,Dug Well,7.78,700.0,469.0,0.0,354.0,36.0,6.0,16.0,0.65,290.0,40.0,27.0,210.0,71.0,0.4,2.13,1.0,
W203857073100101,Navsari,CHIKHLI,Panikhadak,Dug Well,7.95,882.0,591.0,0.0,317.0,99.0,3.0,33.0,0.35,260.0,60.0,36.0,300.0,64.0,1.5,1.61,1.0,
W224330073453001,Panchmahals,GHOGHAMBA,Ranipura,Dug Well,8.12,1654.0,1108.0,0.0,488.0,213.0,135.0,44.0,1.7,400.0,64.0,88.0,520.0,158.0,3.3,3.01,,
W224609073352801,Panchmahals,GODHRA,Godhra UR_2,Dug Well,8.03,1016.0,681.0,0.0,317.0,149.0,34.0,13.0,0.95,260.0,60.0,17.0,220.0,136.0,1.1,3.99,2.0,
W224648073362501,Panchmahals,GODHRA,Godhra UR_3,Dug Well,8.26,283.0,190.0,0.0,183.0,21.0,3.0,11.0,0.35,150.0,32.0,12.0,130.0,30.0,1.7,1.14,2.0,
W224815073281501,Panchmahals,GODHRA,Tuwa,Dug Well,8.22,815.0,546.0,0.0,415.0,32.0,4.0,0.0,0.0,340.0,32.0,34.0,220.0,78.0,16.9,2.29,,
W223030073303001,Panchmahals,HALOL,Timbi2,Dug Well,8.0,908.0,608.0,0.0,415.0,64.0,39.0,22.0,0.05,340.0,36.0,71.0,380.0,49.0,1.4,1.09,,
W224145073333001,Panchmahals,KALOL,Vejalpur,Dug Well,8.13,2381.0,1595.0,0.0,708.0,383.0,32.0,10.0,0.5,580.0,96.0,126.0,760.0,165.0,37.9,2.6,,
W230110073311001,Panchmahals,LUNAWADA,Kothamba,Dug Well,7.94,1621.0,1086.0,0.0,268.0,312.0,65.0,86.0,0.7,220.0,104.0,44.0,440.0,170.0,2.4,3.52,1.0,
W231215073360001,Panchmahals,LUNAWADA,Limbadia peti,Dug Well,8.2,794.0,532.0,0.0,366.0,64.0,9.0,15.0,1.25,300.0,40.0,36.0,250.0,77.0,2.3,2.12,,
W230745073363001,Panchmahals,LUNAWADA,Lunawada,Dug Well,8.24,2123.0,1422.0,0.0,451.0,469.0,15.0,31.0,0.23,370.0,208.0,19.0,600.0,223.0,16.4,3.96,,
W231350073441001,Panchmahals,LUNAWADA,Malekpur1,Dug Well,8.27,686.0,460.0,0.0,281.0,57.0,31.0,30.0,1.03,230.0,64.0,12.0,210.0,74.0,3.0,2.22,,
