District,Location,pH,EC,TDS,CO3,HCO3,CI,NO3,SO4,F,Alk,Ca,Mg,TH,Na,K,Fe,SAR
Navsari,Hond,7.65,1170.0,784.0,0.0,537.0,92.0,24.0,10.0,0.25,440.0,124.0,34.0,450.0,63.0,13.0,,1.29
Navsari,Kaliyari,7.61,628.0,421.0,0.0,256.0,64.0,13.0,54.0,0.27,210.0,52.0,43.0,310.0,27.0,0.6,,0.67
Navsari,Khergam,7.31,520.0,348.0,0.0,220.0,50.0,6.0,40.0,0.35,180.0,64.0,19.0,240.0,27.0,0.2,,0.76
Navsari,Sari khurd,7.71,1220.0,817.0,0.0,329.0,158.0,1.0,145.0,0.18,270.0,40.0,48.0,300.0,160.0,20.0,,4.02
Navsari,Abrama,7.81,2880.0,1930.0,0.0,464.0,745.0,8.0,12.0,0.4,380.0,160.0,60.0,650.0,362.0,22.0,,6.17
Navsari,Chinam,7.52,3140.0,2104.0,0.0,793.0,496.0,21.0,156.0,0.49,650.0,240.0,24.0,700.0,230.0,340.0,,3.78
Navsari,Dandi,7.98,1290.0,864.0,0.0,427.0,156.0,22.0,39.0,0.15,350.0,52.0,38.0,290.0,143.0,61.0,,3.65
Navsari,Onjal,7.95,1160.0,777.0,0.0,220.0,241.0,2.0,10.0,0.26,180.0,80.0,34.0,340.0,91.0,5.3,,2.15
Navsari,Ubhrat,7.61,610.0,409.0,0.0,317.0,50.0,9.0,17.0,0.38,260.0,48.0,12.0,170.0,86.0,16.0,,2.87
Navsari,Navsari1,7.66,6000.0,4020.0,0.0,232.0,1879.0,5.0,80.0,0.48,190.0,340.0,144.0,1450.0,696.0,6.2,,7.95
Navsari,Chadav,7.7,840.0,563.0,0.0,354.0,85.0,12.0,47.0,0.7,290.0,84.0,38.0,370.0,47.0,3.0,0.0,1.06
Navsari,Dhanav,7.81,745.0,499.0,0.0,354.0,50.0,3.0,53.0,1.07,290.0,40.0,41.0,270.0,70.0,0.6,,1.85
Navsari,Manavkhadak,7.91,475.0,318.0,0.0,244.0,35.0,2.0,36.0,0.84,200.0,52.0,22.0,220.0,33.0,0.5,0.03,0.97
Navsari,Moti Valzar,7.81,615.0,412.0,0.0,293.0,42.0,7.0,60.0,0.7,240.0,68.0,29.0,290.0,37.0,0.8,0.03,0.94
Navsari,Panikhadak,7.35,672.0,450.0,0.0,281.0,85.0,5.0,9.0,0.33,230.0,88.0,24.0,320.0,21.0,3.0,0.0,0.51
Panchmahals,Ranipura,8.1,2294.0,1537.0,0.0,415.0,412.0,65.0,198.0,1.45,340.0,96.0,117.0,720.0,217.0,3.9,,3.52
Panchmahals,Godhra1,7.9,1166.0,781.0,0.0,305.0,121.0,44.0,36.0,1.08,250.0,52.0,20.0,210.0,133.0,0.7,0.11,3.99
Panchmahals,Tuwa,8.1,1124.0,753.0,0.0,305.0,142.0,35.0,80.0,0.5,250.0,84.0,20.0,290.0,127.0,14.5,,3.24
Panchmahals,Shivrajpur,8.2,998.0,669.0,0.0,195.0,199.0,7.0,84.0,0.15,160.0,96.0,24.0,340.0,91.0,1.0,,2.15
Panchmahals,Tarkanda,8.0,988.0,662.0,0.0,244.0,135.0,11.0,115.0,0.4,200.0,96.0,24.0,340.0,84.0,2.2,,1.98
Panchmahals,Timbi2,8.1,982.0,658.0,0.0,342.0,71.0,39.0,152.0,0.35,280.0,96.0,34.0,370.0,93.0,0.2,,2.1
Panchmahals,Kothamba,8.0,1890.0,1266.0,0.0,342.0,355.0,55.0,72.0,0.6,280.0,40.0,98.0,500.0,188.0,2.9,,3.66
Panchmahals,Limbadia peti,7.9,820.0,549.0,0.0,451.0,57.0,6.0,71.0,1.15,370.0,16.0,44.0,220.0,144.0,1.0,,4.22
Panchmahals,Malekpur1,8.2,638.0,427.0,0.0,281.0,64.0,11.0,38.0,0.77,230.0,24.0,32.0,190.0,84.0,3.7,,2.65
Panchmahals,Santroad,8.0,668.0,448.0,0.0,305.0,64.0,19.0,44.0,0.82,250.0,36.0,27.0,200.0,94.0,1.8,,2.89
Panchmahals,Gadhar,7.8,842.0,564.0,0.0,342.0,78.0,26.0,39.0,0.88,280.0,56.0,29.0,260.0,90.0,3.3,,2.43
Panchmahals,Santrampur1,8.1,957.0,641.0,0.0,439.0,99.0,7.0,30.0,0.85,360.0,40.0,27.0,210.0,152.0,1.6,,4.56
Panchmahals,Shehra,8.0,1729.0,1158.0,0.0,781.0,156.0,32.0,35.0,0.55,640.0,28.0,41.0,240.0,316.0,97.8,,8.87
Panchmahals,Chhabanpur,8.0,846.0,567.0,0.0,232.0,121.0,48.0,48.0,0.55,190.0,48.0,22.0,210.0,112.0,0.9,0.09,3.36
Panchmahals,Dhanol nani,7.8,3014.0,2019.0,0.0,659.0,298.0,10.0,74.0,2.7,540.0,20.0,20.0,130.0,427.0,5.4,,16.28
Panchmahals,Godhara uban 3,8.1,2198.0,1473.0,0.0,390.0,483.0,7.0,87.0,1.25,320.0,132.0,132.0,870.0,110.0,3.2,0.17,1.62
Panchmahals,Jambughora,8.0,1096.0,734.0,0.0,281.0,170.0,20.0,50.0,0.6,230.0,76.0,34.0,330.0,98.0,1.4,,2.35
Panchmahals,Jawan,8.0,463.0,310.0,0.0,134.0,71.0,10.0,41.0,0.45,110.0,40.0,17.0,170.0,43.0,11.6,0.0,1.43
Panchmahals,Jokha,7.8,901.0,604.0,0.0,451.0,92.0,4.0,25.0,1.05,370.0,20.0,34.0,190.0,158.0,4.6,0.09,4.98
Panchmahals,Kalol urban 2,7.8,1530.0,1025.0,0.0,561.0,156.0,42.0,40.0,0.95,460.0,44.0,78.0,430.0,152.0,0.8,0.0,3.19
Panchmahals,Khadki,7.9,1380.0,925.0,0.0,573.0,99.0,3.0,65.0,1.2,470.0,44.0,59.0,350.0,154.0,1.3,0.0,3.58
Panchmahals,Khanpur,7.8,758.0,508.0,0.0,293.0,85.0,40.0,32.0,0.45,240.0,44.0,27.0,220.0,96.0,0.5,0.0,2.81
Panchmahals,Kotha,8.0,723.0,484.0,0.0,293.0,85.0,9.0,49.0,0.6,240.0,24.0,22.0,150.0,125.0,0.4,0.0,4.44
Panchmahals,Natapur,8.0,789.0,529.0,0.0,325.0,71.0,32.0,33.0,2.1,266.0,28.0,29.0,190.0,112.0,2.0,,3.53
Panchmahals,Sarsava,8.0,622.0,417.0,0.0,293.0,43.0,29.0,31.0,0.55,240.0,36.0,22.0,180.0,82.0,1.8,2.55,2.66
Panchmahals,Suliyat,7.8,1090.0,730.0,0.0,244.0,135.0,66.0,65.0,0.82,200.0,60.0,29.0,270.0,113.0,4.9,0.06,2.99
Patan,Dharmoda1,7.56,2940.0,1970.0,0.0,915.0,496.0,26.0,1.0,0.0,750.0,80.0,36.0,350.0,520.0,40.8,,12.08
Patan,Dhinoj1,7.98,1569.0,1051.0,0.0,293.0,354.0,40.0,21.0,0.0,240.0,48.0,43.0,300.0,230.0,30.0,,5.77
Patan,Patan2,8.06,2994.0,2006.0,0.0,769.0,319.0,10.0,301.0,0.4,630.0,160.0,96.0,800.0,280.0,30.0,,4.3
Patan,Sander,8.15,595.0,399.0,0.0,207.0,57.0,48.0,9.0,0.13,170.0,28.0,19.0,150.0,69.0,6.0,,2.45
Patan,Shankhari,7.6,1053.0,706.0,0.0,415.0,149.0,20.0,17.0,1.03,340.0,24.0,19.0,140.0,207.0,9.1,,7.61
Patan,Radhanpur2,7.7,4422.0,2963.0,0.0,561.0,1204.0,6.0,55.0,1.17,460.0,140.0,48.0,530.0,789.0,31.0,,14.9
Patan,Moti chander,7.81,20800.0,13936.0,0.0,561.0,6878.0,11.0,804.0,0.08,460.0,460.0,648.0,3850.0,3350.0,35.6,,23.47
Patan,Piprala,7.86,5085.0,3407.0,0.0,793.0,1170.0,20.0,233.0,2.5,650.0,60.0,84.0,500.0,960.0,0.6,,18.67
Porbandar,Kadegi,7.5,4450.0,2982.0,0.0,207.0,1122.0,3.0,382.0,0.42,170.0,208.0,117.0,1000.0,540.0,5.5,,7.42
Porbandar,Kutiyana1,7.9,1450.0,972.0,0.0,134.0,327.0,29.0,103.0,0.35,110.0,64.0,29.0,280.0,197.0,17.1,,5.12
Porbandar,Adwana1,8.0,1334.0,894.0,0.0,378.0,199.0,74.0,11.0,0.15,310.0,56.0,63.0,400.0,122.0,1.3,,2.65
Porbandar,Balej,7.4,5226.0,3501.0,0.0,256.0,1392.0,80.0,347.0,0.18,210.0,296.0,78.0,1060.0,720.0,24.2,,9.62
Porbandar,Bhavpura,7.6,5106.0,3421.0,0.0,256.0,1619.0,76.0,14.0,0.25,210.0,344.0,121.0,1360.0,570.0,10.2,,6.72
Porbandar,Khambodar,8.0,2520.0,1688.0,0.0,476.0,497.0,28.0,93.0,0.94,390.0,120.0,49.0,500.0,332.0,19.1,,6.46
Porbandar,Kuchhadi,7.5,5490.0,3678.0,0.0,268.0,1250.0,32.0,610.0,0.55,220.0,104.0,92.0,640.0,933.0,68.3,2.4,16.03
Porbandar,Miyani,7.7,3824.0,2562.0,0.0,268.0,1008.0,42.0,188.0,0.2,220.0,184.0,15.0,520.0,630.0,35.5,,12.01
Porbandar,Navibandar,7.6,3990.0,2673.0,0.0,220.0,980.0,37.0,328.0,0.6,180.0,144.0,44.0,540.0,650.0,33.9,,12.16
Porbandar,Oddar,7.9,6066.0,4064.0,0.0,439.0,1775.0,29.0,506.0,1.36,360.0,140.0,219.0,1250.0,1012.0,34.1,,12.45
Porbandar,Palkhada,7.2,5300.0,3551.0,0.0,207.0,1392.0,440.0,275.0,0.1,170.0,424.0,102.0,1480.0,607.0,39.4,,6.86
Porbandar,Pata,8.2,3392.0,2273.0,0.0,500.0,866.0,60.0,92.0,0.05,410.0,168.0,44.0,600.0,548.0,18.7,,9.73
Porbandar,Porbandar1,8.1,1910.0,1280.0,0.0,415.0,376.0,14.0,35.0,0.55,340.0,44.0,32.0,240.0,316.0,28.3,,8.87
Porbandar,Hanumangadh,8.0,1874.0,1256.0,0.0,293.0,391.0,35.0,76.0,0.78,240.0,84.0,24.0,310.0,275.0,22.3,,6.79
Porbandar,Ranavav,8.2,1112.0,745.0,0.0,281.0,199.0,42.0,3.0,0.54,230.0,68.0,24.0,270.0,130.0,2.4,,3.44
Porbander,Adityana,8.2,760.0,509.0,0.0,183.0,107.0,37.0,40.0,0.65,150.0,44.0,17.0,180.0,90.0,2.8,,2.92
Porbander,Babda,8.0,2116.0,1418.0,0.0,366.0,469.0,8.0,77.0,0.35,300.0,52.0,39.0,290.0,353.0,2.7,,9.01
Porbander,Bakharla,7.8,2295.0,1538.0,0.0,354.0,440.0,70.0,143.0,0.55,290.0,128.0,58.0,560.0,260.0,9.5,,4.78
Porbander,Bhod,8.2,855.0,573.0,0.0,268.0,114.0,30.0,25.0,0.5,220.0,88.0,15.0,280.0,71.0,2.2,,1.84
Porbander,Galodar,8.1,960.0,643.0,0.0,329.0,114.0,35.0,17.0,0.24,270.0,68.0,41.0,340.0,64.0,0.6,,1.51
Porbander,Kalej,7.5,8500.0,5695.0,0.0,73.0,2911.0,98.0,239.0,0.35,60.0,94.0,340.0,3750.0,367.0,4.8,,2.61
Porbander,Kevadra,8.2,1010.0,677.0,0.0,415.0,92.0,6.0,46.0,0.65,340.0,96.0,39.0,400.0,58.0,7.5,,1.26
Porbander,Kolikheda,8.2,2000.0,1340.0,0.0,305.0,497.0,60.0,78.0,2.1,250.0,16.0,22.0,130.0,444.0,1.5,,16.93
Porbander,Lamba,7.5,3870.0,2593.0,0.0,329.0,923.0,105.0,247.0,0.47,270.0,288.0,107.0,1160.0,355.0,2.3,,4.53
Porbander,Mocha,7.9,2224.0,1490.0,0.0,195.0,611.0,14.0,45.0,0.15,160.0,192.0,54.0,700.0,180.0,18.6,,2.96
Porbander,Mojiwana,7.5,6375.0,4271.0,0.0,281.0,2024.0,60.0,79.0,0.56,230.0,320.0,365.0,2300.0,439.0,1.2,,3.98
Porbander,Patla,8.1,806.0,540.0,0.0,281.0,107.0,40.0,7.0,0.33,230.0,56.0,27.0,250.0,80.0,1.1,0.85,2.2
Porbander,Rana Kandona,7.5,4424.0,2964.0,0.0,220.0,1321.0,120.0,41.0,0.8,180.0,296.0,92.0,1120.0,501.0,2.6,,6.51
Porbander,Ratadi,7.7,4801.0,3217.0,0.0,378.0,1250.0,64.0,274.0,0.7,310.0,120.0,63.0,560.0,862.0,9.8,,15.84
Porbander,Ratanpur,7.7,8004.0,5363.0,0.0,342.0,2166.0,5.0,570.0,0.47,280.0,200.0,121.0,1000.0,1368.0,29.8,,18.81
Porbander,Ratia,7.8,2454.0,1644.0,0.0,329.0,554.0,70.0,70.0,0.35,270.0,128.0,44.0,500.0,290.0,79.0,,5.64
Porbander,Shepa,8.0,1250.0,838.0,0.0,305.0,185.0,44.0,46.0,0.68,250.0,84.0,36.0,360.0,110.0,17.2,,2.52
Porbander,Simar,8.0,1705.0,1142.0,0.0,281.0,383.0,31.0,45.0,0.2,230.0,96.0,27.0,350.0,230.0,1.9,,5.35
Porbander,Tukra,7.5,2194.0,1470.0,0.0,268.0,454.0,7.0,99.0,0.23,220.0,48.0,34.0,260.0,330.0,79.9,,8.9
Porbander,Visavada,7.7,2965.0,1987.0,0.0,281.0,696.0,13.0,182.0,1.0,230.0,104.0,49.0,460.0,445.0,40.4,,9.02
Rajkot,Bhada jodiya,8.1,1390.0,931.0,0.0,512.0,156.0,29.0,41.0,0.75,420.0,32.0,24.0,180.0,244.0,1.9,,7.91
Rajkot,Dhoraji,8.0,1336.0,895.0,0.0,232.0,249.0,42.0,79.0,0.0,190.0,96.0,66.0,510.0,70.0,2.9,,1.35
Rajkot,Patanvav,8.2,694.0,465.0,0.0,342.0,71.0,6.0,6.0,0.35,280.0,88.0,12.0,270.0,57.0,17.3,,1.51
Rajkot,Chordi,7.8,980.0,657.0,0.0,134.0,149.0,92.0,52.0,0.1,110.0,68.0,29.0,290.0,74.0,0.0,,1.89
Rajkot,Dadia,8.1,651.0,436.0,0.0,244.0,50.0,58.0,14.0,0.25,200.0,60.0,22.0,240.0,43.0,0.0,0.0,1.21
Rajkot,Jamwali,7.9,513.0,344.0,0.0,171.0,78.0,1.0,17.0,0.0,140.0,40.0,17.0,170.0,46.0,2.3,,1.53
Rajkot,Kalithad,7.9,354.0,237.0,0.0,159.0,36.0,5.0,25.0,0.5,130.0,28.0,24.0,170.0,20.0,2.3,,0.67
Rajkot,Mota dadwa,7.9,2034.0,1363.0,0.0,220.0,398.0,96.0,160.0,0.35,180.0,132.0,78.0,650.0,158.0,3.3,,2.69
Rajkot,Ribda,8.2,731.0,490.0,0.0,342.0,64.0,16.0,37.0,0.0,280.0,60.0,32.0,280.0,66.0,1.1,,1.71
Rajkot,Jasapur,8.2,1060.0,710.0,0.0,183.0,142.0,88.0,63.0,0.05,150.0,64.0,39.0,320.0,78.0,0.3,,1.9
Rajkot,Jasdan2,8.1,1209.0,810.0,0.0,244.0,199.0,19.0,85.0,0.1,200.0,120.0,7.0,330.0,119.0,2.0,,2.85
Rajkot,Kamlapur,7.9,4154.0,2783.0,0.0,61.0,1243.0,152.0,88.0,0.35,50.0,460.0,49.0,1350.0,318.0,4.5,,3.76
Rajkot,Lalavadar,8.0,796.0,533.0,0.0,293.0,64.0,64.0,26.0,0.45,240.0,64.0,32.0,290.0,56.0,1.7,,1.43
Rajkot,Vinchhia,7.9,606.0,406.0,0.0,281.0,71.0,5.0,25.0,0.4,230.0,40.0,24.0,200.0,75.0,1.5,,2.31
Rajkot,Viranagar,8.0,2458.0,1647.0,0.0,512.0,511.0,78.0,89.0,0.6,420.0,60.0,127.0,670.0,293.0,0.7,,4.92
Rajkot,Jetpur pithad.,7.9,3743.0,2508.0,0.0,183.0,959.0,72.0,340.0,0.0,150.0,420.0,146.0,1650.0,130.0,0.2,,1.39
Rajkot,Motagundala,8.1,757.0,507.0,0.0,244.0,128.0,2.0,15.0,0.65,200.0,44.0,22.0,200.0,93.0,0.1,,2.86
Rajkot,Pedhla,8.1,6108.0,4092.0,0.0,220.0,1846.0,60.0,112.0,1.7,180.0,260.0,159.0,1300.0,776.0,1.6,,9.36
Rajkot,Umrali,8.1,1400.0,938.0,0.0,342.0,192.0,110.0,52.0,0.45,280.0,116.0,41.0,460.0,110.0,2.3,,2.23
Rajkot,Virpur1,8.2,632.0,423.0,0.0,171.0,121.0,5.0,7.0,0.0,140.0,40.0,24.0,200.0,57.0,3.3,,1.75
Rajkot,Lodhika1,8.1,189.0,127.0,0.0,37.0,43.0,8.0,9.0,0.0,30.0,8.0,5.0,40.0,31.0,0.3,,2.13
Rajkot,Malia,8.0,1667.0,1117.0,0.0,366.0,234.0,3.0,172.0,1.6,300.0,44.0,22.0,200.0,285.0,4.3,,8.76
Rajkot,Mota dhansura,8.0,1257.0,842.0,0.0,220.0,234.0,1.0,66.0,0.65,180.0,52.0,27.0,240.0,159.0,8.0,,4.46
Rajkot,Sarvad,8.1,1301.0,872.0,0.0,488.0,199.0,5.0,32.0,0.75,400.0,52.0,17.0,200.0,241.0,10.5,,7.41
Rajkot,Amar nagar,8.0,14530.0,9735.0,0.0,342.0,4864.0,20.0,588.0,4.75,280.0,360.0,659.0,3600.0,1964.0,3.0,,14.23
Rajkot,Macchukunda,8.0,1521.0,1019.0,0.0,329.0,241.0,20.0,153.0,0.5,270.0,64.0,54.0,380.0,189.0,9.2,0.01,4.22
Rajkot,Modpar1,8.2,11200.0,7504.0,0.0,244.0,3550.0,7.0,1170.0,0.0,200.0,300.0,366.0,2250.0,1953.0,18.7,,17.9
Rajkot,Morvi,8.1,2690.0,1802.0,0.0,476.0,398.0,22.0,332.0,1.8,390.0,72.0,76.0,490.0,385.0,3.7,,7.56
Rajkot,Nichi mandal,8.2,1519.0,1018.0,0.0,317.0,241.0,21.0,106.0,0.65,260.0,60.0,54.0,370.0,167.0,9.4,,3.77
Rajkot,Khamta,8.2,1124.0,753.0,0.0,220.0,156.0,8.0,92.0,0.35,180.0,52.0,29.0,250.0,118.0,5.3,,3.24
Rajkot,Movaiya,8.0,3389.0,2271.0,0.0,476.0,781.0,230.0,90.0,1.6,390.0,100.0,61.0,500.0,593.0,2.3,,11.53
Rajkot,Padadhari,8.0,1130.0,757.0,0.0,293.0,178.0,10.0,37.0,0.05,240.0,52.0,41.0,300.0,111.0,4.2,,2.79
Rajkot,Targhari,8.2,1142.0,765.0,0.0,281.0,178.0,11.0,31.0,0.4,230.0,48.0,41.0,290.0,109.0,4.4,,2.78
Rajkot,Gavridad,8.0,366.0,245.0,0.0,98.0,36.0,3.0,54.0,0.0,80.0,32.0,15.0,140.0,23.0,2.5,,0.85
Rajkot,Halenda,8.0,1723.0,1154.0,0.0,476.0,263.0,66.0,53.0,0.35,390.0,76.0,95.0,580.0,136.0,3.2,,2.46
Rajkot,Rajkot1,7.9,1108.0,742.0,0.0,476.0,114.0,21.0,13.0,0.15,390.0,108.0,29.0,390.0,89.0,7.9,,1.96
Rajkot,Ranpur1,8.0,1176.0,788.0,0.0,268.0,220.0,15.0,41.0,0.25,220.0,72.0,34.0,320.0,124.0,8.6,,3.01
Rajkot,Sardhar1,8.0,2198.0,1473.0,0.0,744.0,277.0,14.0,87.0,0.15,610.0,80.0,59.0,440.0,307.0,7.8,0.08,6.36
Rajkot,Chhatar,8.0,1563.0,1047.0,0.0,256.0,305.0,35.0,69.0,0.7,210.0,92.0,61.0,480.0,123.0,0.1,,2.44
Rajkot,Hadmatia,8.2,2657.0,1780.0,0.0,500.0,383.0,23.0,275.0,1.4,410.0,80.0,73.0,500.0,352.0,3.5,0.0,6.84
Rajkot,Kalyanpur2,7.8,1409.0,944.0,0.0,464.0,178.0,9.0,49.0,0.95,380.0,32.0,54.0,300.0,182.0,2.7,,4.57
Rajkot,Lajai,8.1,2952.0,1978.0,0.0,354.0,675.0,31.0,239.0,2.25,290.0,88.0,68.0,500.0,476.0,2.3,,9.26
Rajkot,Ganod,8.1,6631.0,4443.0,0.0,354.0,1953.0,68.0,235.0,2.0,290.0,280.0,134.0,1250.0,982.0,1.2,,12.08
Rajkot,Upleta2,8.0,2204.0,1477.0,0.0,683.0,284.0,70.0,66.0,3.4,560.0,20.0,32.0,180.0,423.0,0.6,,13.71
Rajkot,Bhalgam,7.9,1251.0,838.0,0.0,415.0,163.0,5.0,38.0,0.75,340.0,84.0,32.0,340.0,128.0,1.4,0.06,3.02
Rajkot,Sindhavadar,8.2,1553.0,1041.0,0.0,366.0,277.0,60.0,78.0,1.1,300.0,44.0,46.0,300.0,243.0,0.1,,6.1
Rajkot,Wankaner-1,8.1,14900.0,9983.0,0.0,415.0,4828.0,21.0,227.0,4.5,340.0,360.0,671.0,3650.0,1772.0,3.2,,12.75
Rajkot,Bhadragarh,7.68,1675.0,1122.0,0.0,354.0,234.0,5.0,185.0,2.6,290.0,44.0,29.0,230.0,275.0,4.1,,7.88
Sabarkantha,Boral,7.8,2890.0,1936.0,0.0,512.0,646.0,145.0,94.0,0.55,420.0,120.0,78.0,620.0,432.0,0.8,,7.54
Sabarkantha,Bhiloda2,8.06,1412.0,946.0,0.0,256.0,192.0,32.0,96.0,0.6,210.0,76.0,44.0,370.0,111.0,2.0,,2.51
Sabarkantha,Punasan,7.65,841.0,563.0,0.0,232.0,85.0,50.0,35.0,0.4,190.0,56.0,19.0,220.0,78.0,0.4,,2.29
Sabarkantha,Shamlaji,7.9,752.0,504.0,0.0,317.0,78.0,1.0,23.0,0.45,260.0,52.0,24.0,230.0,77.0,2.2,0.0,2.21
Sabarkantha,Takatuka,7.85,2149.0,1440.0,0.0,354.0,391.0,70.0,76.0,1.0,290.0,60.0,68.0,430.0,256.0,1.3,0.25,5.37
Sabarkantha,Dhansura,7.8,1154.0,773.0,0.0,451.0,92.0,48.0,36.0,0.75,370.0,40.0,46.0,290.0,133.0,0.2,,3.4
Sabarkantha,Karanpur,7.9,704.0,472.0,0.0,281.0,85.0,38.0,23.0,0.75,230.0,36.0,17.0,160.0,114.0,0.0,,3.92
Sabarkantha,Gadha1,7.8,2586.0,1733.0,0.0,353.0,433.0,80.0,160.0,2.14,289.0,92.0,44.0,410.0,338.0,2.6,,7.26
Sabarkantha,Virpur2,7.9,701.0,470.0,0.0,244.0,43.0,40.0,60.0,0.8,200.0,72.0,19.0,260.0,45.0,2.0,0.01,1.21
Sabarkantha,Bhadreshwar1,8.0,2302.0,1542.0,0.0,524.0,298.0,45.0,186.0,1.1,430.0,76.0,61.0,440.0,298.0,2.4,0.0,6.18
Sabarkantha,Revas,7.9,1805.0,1209.0,0.0,281.0,227.0,190.0,54.0,0.95,230.0,140.0,58.0,580.0,86.0,1.2,,1.55
Sabarkantha,Khedbramha,7.9,3671.0,2460.0,0.0,171.0,994.0,160.0,90.0,0.85,140.0,380.0,97.0,1350.0,200.0,2.6,0.08,2.37
Sabarkantha,Matoda,8.2,2146.0,1438.0,0.0,220.0,369.0,155.0,120.0,0.45,180.0,160.0,73.0,700.0,119.0,23.5,,1.96
Sabarkantha,Silwad,8.2,4571.0,3063.0,0.0,342.0,1243.0,120.0,101.0,1.15,280.0,220.0,170.0,1250.0,465.0,10.3,,5.72
Sabarkantha,Meghraj,7.82,720.0,482.0,0.0,244.0,57.0,1.0,10.0,0.35,200.0,44.0,22.0,200.0,43.0,3.9,0.14,1.32
Sabarkantha,Seenawad,8.0,1379.0,924.0,0.0,268.0,163.0,85.0,55.0,0.77,220.0,80.0,48.0,400.0,83.0,7.9,,1.8
Sabarkantha,Harsol1,7.9,1486.0,996.0,0.0,634.0,99.0,60.0,69.0,2.3,520.0,48.0,53.0,340.0,206.0,1.0,,4.86
Sabarkantha,Choriwad,8.0,2174.0,1457.0,0.0,244.0,348.0,200.0,125.0,0.9,200.0,252.0,48.0,830.0,74.0,2.5,,1.12
Sabarkantha,Wadali,8.1,1893.0,1268.0,0.0,256.0,256.0,180.0,130.0,1.22,210.0,148.0,41.0,540.0,147.0,6.3,,2.75
Sabarkantha,Atarsumba,7.9,1081.0,724.0,0.0,232.0,114.0,45.0,48.0,0.3,190.0,80.0,22.0,290.0,69.0,3.0,0.0,1.76
Sabarkantha,Alwakampa,7.9,1196.0,801.0,0.0,439.0,170.0,46.0,23.0,0.55,360.0,24.0,66.0,330.0,154.0,0.2,0.0,3.69
Sabarkantha,Boriya,7.9,3413.0,2287.0,0.0,207.0,888.0,150.0,161.0,0.5,170.0,200.0,73.0,800.0,427.0,1.0,0.1,6.56
Sabarkantha,Chandav,8.0,1298.0,870.0,0.0,329.0,142.0,65.0,82.0,1.3,270.0,104.0,32.0,390.0,103.0,7.3,0.08,2.27
Sabarkantha,Gadada,7.78,1803.0,1208.0,0.0,256.0,270.0,145.0,168.0,1.2,210.0,64.0,90.0,530.0,166.0,2.1,0.08,3.14
Sabarkantha,Kesharpur Idar,8.1,1684.0,1128.0,0.0,207.0,249.0,140.0,72.0,0.7,170.0,172.0,24.0,530.0,85.0,2.4,0.11,1.61
Sabarkantha,Kesharpur Talod,7.8,1440.0,965.0,0.0,488.0,128.0,80.0,24.0,2.8,400.0,28.0,34.0,210.0,216.0,1.2,0.0,6.48
Sabarkantha,Kherwada,7.7,867.0,581.0,0.0,256.0,121.0,0.0,28.0,0.25,210.0,56.0,29.0,260.0,70.0,1.5,0.27,1.89
Sabarkantha,Malpur,8.0,702.0,470.0,0.0,268.0,57.0,70.0,23.0,1.0,220.0,44.0,29.0,230.0,71.0,0.0,0.0,2.04
Sabarkantha,Medasana,8.1,1233.0,826.0,0.0,268.0,163.0,55.0,96.0,0.85,220.0,60.0,39.0,310.0,133.0,1.2,0.2,3.28
Sabarkantha,Sabalwad,8.1,1081.0,724.0,0.0,342.0,92.0,60.0,69.0,3.5,280.0,100.0,24.0,350.0,88.0,2.0,0.78,2.05
Sabarkantha,Umedpur,7.8,1869.0,1252.0,0.0,525.0,227.0,100.0,32.0,1.37,430.0,36.0,73.0,390.0,222.0,0.6,,4.89
Surat,Allu,7.91,680.0,456.0,0.0,305.0,28.0,9.0,137.0,1.17,250.0,48.0,46.0,310.0,61.0,0.2,,1.51
Surat,Sarbhon,7.65,1210.0,811.0,0.0,317.0,170.0,9.0,145.0,0.94,260.0,32.0,50.0,290.0,172.0,3.0,0.11,4.39
Surat,Ten-bardoli,7.7,870.0,583.0,0.0,366.0,50.0,3.0,67.0,0.43,300.0,40.0,43.0,280.0,76.0,2.1,0.08,1.97
Surat,Sachin town,7.61,1847.0,1237.0,0.0,317.0,454.0,4.0,84.0,0.36,260.0,88.0,91.0,600.0,184.0,3.2,,3.27
Surat,Sultanabad,7.68,1074.0,720.0,0.0,451.0,128.0,28.0,37.0,0.2,370.0,44.0,60.0,360.0,117.0,24.0,,2.68
Surat,Kathor,7.56,1440.0,965.0,0.0,525.0,156.0,22.0,87.0,0.45,430.0,44.0,82.0,450.0,144.0,1.3,0.02,2.95
Surat,Kasal,8.0,792.0,531.0,0.0,268.0,85.0,23.0,60.0,0.2,220.0,80.0,38.0,360.0,29.0,0.3,,0.66
Surat,Malda,7.61,774.0,519.0,0.0,390.0,43.0,12.0,49.0,0.42,320.0,100.0,26.0,360.0,38.0,3.0,,0.87
Surat,Mandvi2,7.7,1184.0,793.0,0.0,281.0,156.0,125.0,81.0,0.4,230.0,88.0,55.0,450.0,87.0,0.3,0.02,1.78
Surat,Ushker,7.89,890.0,596.0,0.0,329.0,71.0,25.0,56.0,0.33,270.0,64.0,34.0,300.0,69.0,1.9,,1.73
Surat,Dungri,7.81,1600.0,1072.0,0.0,671.0,142.0,25.0,35.0,0.88,550.0,128.0,34.0,460.0,162.0,4.7,0.1,3.28
Surat,Gangtha,7.85,1200.0,804.0,0.0,512.0,71.0,33.0,87.0,0.4,420.0,80.0,65.0,470.0,78.0,7.3,0.2,1.56
