DISTRICT,LOCATION,PH,EC,TDS,TH,CA,MG,NA,K,CO3,HCO3,CL,NO3,SO4,F,ALK,YEAR,SAR,WQI,WQI_CLASSIF,EWQI,EWQI_CLASSIF,CCME-WQI,CCME-WQI_CLASSIF
Navsari,Dandi,7.75,1274.0,854.0,330.0,44.0,54.0,112.0,65.5,0.0,476.0,128.0,26.0,90.0,0.19,390.0,2019,19.5,31.141865440083183,Good,101.05754054992056,Unsuitable,131.1566407955621,
Navsari,Doldha,7.62,467.0,313.0,200.0,44.0,22.0,28.0,0.5,0.0,244.0,28.0,11.0,16.0,0.36,200.0,2019,18.5,30.62499039661961,Good,46.46060764420393,Good,246.70078374705622,
Navsari,Duwada,7.97,1020.0,683.0,320.0,36.0,56.0,100.0,1.2,0.0,427.0,71.0,6.6,97.0,0.91,350.0,2019,18.6,67.8258126446716,Poor,89.03921585580026,Very Poor,131.095179296078,
Navsari,Kaliyari,7.78,620.0,415.0,260.0,76.0,17.0,22.0,2.4,0.0,244.0,57.0,16.0,11.0,0.26,200.0,2019,27.4,27.61083054338576,Good,57.88418889680561,Poor,188.9569991417436,
Navsari,Khergam,7.44,743.0,498.0,270.0,60.0,29.0,43.0,0.3,0.0,268.0,78.0,16.0,31.0,0.23,220.0,2019,21.8,24.65764230388407,Excellent,63.06931669805242,Poor,246.58963521313143,
Navsari,Mandav khadak,7.63,676.0,453.0,280.0,76.0,22.0,47.0,1.1,0.0,354.0,50.0,7.1,27.0,0.77,290.0,2019,26.0,53.07118547107893,Poor,62.442976025533135,Poor,188.85073996456657,
Navsari,Navsari,7.87,4187.0,2805.0,1480.0,216.0,229.0,277.0,9.6,0.0,549.0,952.0,10.0,137.0,0.57,450.0,2019,42.5,83.65194062792861,Very Poor,331.20291562495777,Unsuitable,397.0676631582354,
Navsari,Onjal,7.97,912.0,611.0,250.0,44.0,34.0,108.0,5.6,0.0,390.0,99.0,13.0,28.0,0.39,320.0,2019,18.6,38.66927042456875,Good,75.86868658134493,Very Poor,131.19221032836725,
Navsari,Rumla,7.73,779.0,522.0,320.0,76.0,32.0,45.0,0.6,0.0,293.0,78.0,29.0,29.0,0.26,240.0,2019,24.6,30.47299281071075,Good,74.31073449094754,Poor,73.49419178939476,Fair
Navsari,Sarikhurd,8.08,1069.0,716.0,220.0,28.0,36.0,135.0,18.0,0.0,366.0,114.0,17.0,35.0,0.14,300.0,2019,15.9,27.195142345277954,Good,80.63494767759933,Very Poor,131.2532438219925,
Panchmahal,Dhanol,7.16,696.0,466.0,100.0,36.0,2.0,117.0,11.0,0.0,281.0,78.0,7.8,30.0,1.9,230.0,2019,5.1,102.19739317895072,Unsuitable,50.55167806380536,Poor,308.5320569270418,
Panchmahal,Gadhar,7.65,882.0,591.0,300.0,64.0,34.0,66.0,3.2,0.0,293.0,99.0,22.0,61.0,0.73,240.0,2019,1.7,53.39651090977127,Poor,78.53659133441467,Very Poor,131.07823104456222,
Panchmahal,Godhra2,7.66,728.0,488.0,280.0,72.0,24.0,52.0,0.96,0.0,232.0,57.0,59.0,60.0,1.5,190.0,2019,1.4,92.77084595846704,Very Poor,80.94891344290104,Very Poor,308.36492448593617,
Panchmahal,Jambugoda,7.02,755.0,506.0,260.0,68.0,22.0,67.0,0.95,0.0,268.0,71.0,85.0,25.0,0.68,220.0,2019,1.8,46.84174904048984,Good,77.71271245082698,Very Poor,251.4350252672653,
Panchmahal,Kothamba,7.38,1206.0,808.0,330.0,64.0,41.0,146.0,1.8,0.0,342.0,191.0,29.0,90.0,0.69,280.0,2019,3.5,51.24699960593025,Poor,97.8305171667151,Very Poor,131.02122682519104,
Panchmahal,Malekpur1,7.42,644.0,431.0,240.0,48.0,29.0,48.0,1.7,0.0,268.0,57.0,13.0,43.0,0.76,220.0,2019,1.3,50.73232290869834,Poor,58.92123604010984,Poor,246.56712042665816,
Panchmahal,Natapur,7.39,707.0,474.0,250.0,64.0,22.0,61.0,2.0,0.0,244.0,71.0,36.0,34.0,1.6,200.0,2019,1.7,93.70418591482134,Very Poor,70.00292642184158,Poor,251.3185600762659,
Panchmahal,Ranipura,7.48,1927.0,1291.0,691.0,84.0,117.0,170.0,4.3,0.0,390.0,355.0,138.0,89.0,2.4,320.0,2019,2.8,156.98782647353937,Unsuitable,199.0476217739202,Unsuitable,351.18447629532363,
Panchmahal,Santrampur1,7.32,850.0,570.0,290.0,68.0,29.0,70.0,0.72,0.0,244.0,135.0,16.0,49.0,0.62,200.0,2019,1.8,43.65416720478712,Good,71.78596195756886,Poor,188.78932899271211,
Panchmahal,Santroad_1,7.35,675.0,452.0,260.0,60.0,27.0,46.0,2.6,0.0,293.0,50.0,15.0,28.0,0.62,240.0,2019,1.2,43.30084741553164,Good,59.54304844211443,Poor,246.57844315632423,
Panchmahal,Tarkanda,7.5,478.0,320.0,180.0,52.0,12.0,38.0,1.6,0.0,195.0,50.0,4.5,27.0,0.68,160.0,2019,1.2,44.02769946055496,Good,43.65030750150352,Good,362.10868106664844,
Panchmahal,Tuwa,8.18,714.0,478.0,190.0,68.0,4.9,76.0,10.0,0.0,354.0,50.0,4.2,16.0,0.6,290.0,2019,2.4,46.801094785364455,Good,58.94520442209178,Poor,304.3607646052858,
Panchmahal,Vejalpur,7.64,1607.0,1077.0,570.0,64.0,100.0,138.0,6.4,0.0,378.0,305.0,44.0,87.0,1.2,310.0,2019,2.5,89.01163192892174,Very Poor,147.9556667218028,Unsuitable,82.6198490881875,Good
Panchmahals,Chhabanpur,7.22,689.0,462.0,220.0,56.0,19.0,63.0,1.3,0.0,268.0,50.0,53.0,32.0,0.66,220.0,2019,1.8,45.027170777906925,Good,65.17648673507435,Poor,308.43346666623233,
Panchmahals,Godhra UR_3,7.86,2723.0,1824.0,971.0,144.0,148.0,174.0,3.2,0.0,378.0,581.0,4.7,179.0,1.6,310.0,2019,2.4,119.41183583517952,Unsuitable,225.6125981177141,Unsuitable,269.80987865087445,
Panchmahals,Javan,7.68,318.0,213.0,100.0,32.0,4.9,21.0,8.3,0.0,122.0,28.0,4.2,19.0,0.28,100.0,2019,0.9,23.20319966421284,Excellent,29.812635773695785,Good,362.2942486632884,
Panchmahals,Kalol UR_2,7.95,1846.0,1237.0,560.0,32.0,117.0,186.0,0.58,0.0,464.0,298.0,105.0,95.0,0.54,380.0,2019,3.4,64.14684106736605,Poor,174.49810157240483,Unsuitable,287.53798709286525,
Panchmahals,Kantha,7.87,858.0,575.0,200.0,48.0,19.0,101.0,1.4,0.0,281.0,99.0,12.0,51.0,0.82,230.0,2019,3.1,56.880004520211806,Poor,68.8060279092647,Poor,188.85073996456657,
Panchmahals,Khadki Vadiya,8.22,1487.0,996.0,370.0,16.0,80.0,210.0,1.4,0.0,659.0,85.0,4.0,140.0,2.2,540.0,2019,19.5,140.20729161492437,Unsuitable,123.76520979541084,Unsuitable,138.25097287967935,
Panchmahals,Khanpur,7.05,684.0,458.0,250.0,56.0,27.0,52.0,0.7,0.0,268.0,71.0,32.0,31.0,0.15,220.0,2019,1.4,17.566274087099348,Excellent,59.78711327007851,Poor,246.62380717390306,
Panchmahals,Limbadia peti,7.89,792.0,531.0,320.0,32.0,58.0,69.0,1.3,0.0,390.0,71.0,7.0,40.0,0.97,320.0,2019,14.2,69.69768715829352,Poor,78.65842857959326,Very Poor,131.13514312721796,
Panchmahals,Lunawada,7.58,1150.0,771.0,430.0,116.0,34.0,71.0,20.0,0.0,354.0,170.0,57.0,47.0,0.76,290.0,2019,1.5,58.33926598714473,Poor,108.02030660756932,Unsuitable,138.16644666768377,
Panchmahals,Pandarvada,7.52,560.0,375.0,200.0,44.0,22.0,48.0,0.55,0.0,256.0,43.0,6.3,16.0,0.76,210.0,2019,1.5,49.96412913897416,Good,49.94755963725995,Good,246.63174780495552,
Panchmahals,Pavagadh,7.85,886.0,594.0,390.0,104.0,32.0,40.0,2.5,0.0,390.0,78.0,27.0,35.0,0.32,320.0,2019,0.9,35.91743361249366,Good,84.85162553675406,Very Poor,73.47584116901618,Fair
Panchmahals,Shehra,8.3,1350.0,905.0,240.0,24.0,43.0,153.0,119.0,0.0,647.0,114.0,9.0,45.0,0.41,530.0,2019,15.9,45.439116472446585,Good,98.26257558291644,Very Poor,131.2087036056166,
Patan,Dhinoj,7.49,2315.0,1551.0,430.0,40.0,80.0,275.0,30.0,0.0,366.0,475.0,7.4,134.0,0.34,300.0,2019,5.8,40.107625332392864,Good,155.06271409800817,Unsuitable,138.22025816137656,
Patan,Moti Chander,7.48,26520.0,17768.0,5104.0,589.0,883.0,4350.0,60.0,0.0,598.0,9217.0,104.0,1040.0,1.2,490.0,2019,26.5,259.39801789540263,Unsuitable,1856.024955549928,Unsuitable,554.9636741593197,
Patan,Piprala,8.2,6657.0,4460.0,480.0,40.0,92.0,1360.0,1.1,0.0,866.0,1553.0,132.0,400.0,8.6,710.0,2019,27.0,485.0842751269138,Unsuitable,450.9501914480003,Unsuitable,433.19394375439606,
Patan,Sander,7.92,540.0,362.0,190.0,48.0,17.0,42.0,5.5,0.0,281.0,35.0,4.3,13.0,0.8,230.0,2019,1.3,55.00113915960488,Poor,51.28842167596388,Poor,304.357780074229,
Patan,Sankhari,7.82,605.0,405.0,150.0,32.0,17.0,77.0,7.5,0.0,305.0,43.0,6.3,17.0,1.1,250.0,2019,2.7,69.31198029982419,Poor,52.852480420111206,Poor,246.66335605553536,
Porbanadar,Adityana,7.33,925.0,620.0,190.0,36.0,24.0,146.0,1.5,0.0,439.0,64.0,24.0,17.0,1.5,360.0,2019,4.6,88.55108435410645,Very Poor,71.5830442010086,Poor,188.87243572130433,
Porbanadar,Advana,7.08,2058.0,1379.0,751.0,140.0,97.0,174.0,6.0,0.0,927.0,220.0,10.0,30.0,1.0,760.0,2019,2.8,77.25601477927127,Very Poor,160.28965866231377,Unsuitable,236.76362417964947,
Porbanadar,Bakhrala,7.0,1911.0,1280.0,440.0,88.0,54.0,250.0,7.5,0.0,415.0,319.0,113.0,64.0,0.63,340.0,2019,5.2,53.41847359235969,Poor,153.7658293568811,Unsuitable,158.47739210598968,
Porbanadar,Balej,7.26,13090.0,8770.0,2392.0,417.0,328.0,1792.0,148.0,0.0,354.0,4098.0,46.0,341.0,0.26,290.0,2019,16.0,99.08733016090628,Very Poor,858.7721184426448,Unsuitable,514.9304766737595,
Porbanadar,Bhavpura,7.57,5642.0,3780.0,1350.0,360.0,109.0,607.0,75.0,0.0,244.0,1491.0,34.0,183.0,0.29,200.0,2019,7.2,56.73008441040212,Poor,381.5865906410736,Unsuitable,477.8095151427525,
Porbanadar,Degam,7.04,7873.0,5275.0,2400.0,700.0,158.0,689.0,53.0,0.0,183.0,2379.0,53.0,107.0,0.56,150.0,2019,6.1,85.24952868927103,Very Poor,567.4804294678446,Unsuitable,605.5388172238981,
Porbanadar,Kadegi,7.02,7622.0,5107.0,1121.0,192.0,156.0,1275.0,6.2,0.0,488.0,2070.0,1.4,351.0,0.74,400.0,2019,17.0,80.64052154634295,Very Poor,467.83644087830345,Unsuitable,351.62999960767985,
Porbanadar,Kandorna Rana,6.98,3255.0,2181.0,620.0,128.0,73.0,452.0,3.0,0.0,317.0,766.0,57.0,160.0,2.35,260.0,2019,7.9,142.8402882504297,Unsuitable,228.54519278746704,Unsuitable,351.05089218632867,
Porbanadar,Khambodar,7.5,387.0,259.0,140.0,40.0,10.0,25.0,4.2,0.0,159.0,28.0,6.7,17.0,0.41,130.0,2019,0.9,29.50642209506022,Good,35.21591068161476,Good,362.2130300266877,
Porbanadar,Kolikhada,7.56,1778.0,1191.0,130.0,20.0,19.0,370.0,1.2,0.0,720.0,184.0,28.0,41.0,5.0,590.0,2019,14.0,270.3595271328611,Unsuitable,125.03692034556154,Unsuitable,320.7196796996891,
Porbanadar,Kuchhadi,7.63,6927.0,4641.0,650.0,80.0,109.0,1310.0,97.0,0.0,342.0,1917.0,6.9,350.0,0.7,280.0,2019,22.3,73.3935283978581,Poor,407.1719861559804,Unsuitable,351.43095528503636,
Porbanadar,Kutiyana,7.25,5830.0,3906.0,1291.0,236.0,170.0,766.0,58.0,0.0,378.0,1439.0,148.0,416.0,1.7,310.0,2019,9.3,138.31813118217613,Unsuitable,435.25323476593087,Unsuitable,635.3148126933238,
Porbanadar,Mocha,7.11,9800.0,6566.0,1581.0,453.0,109.0,1528.0,26.0,0.0,342.0,3035.0,16.0,267.0,0.04,280.0,2019,17.0,50.30182315209437,Poor,606.6074333458906,Unsuitable,433.2750074242814,
Porbanadar,Mojiwana,7.18,7021.0,4704.0,2000.0,460.0,207.0,774.0,1.8,0.0,244.0,2024.0,32.0,350.0,0.41,200.0,2019,7.5,77.60240647466529,Very Poor,510.5050283275274,Unsuitable,433.11316302114517,
Porbanadar,Odadar,7.04,13200.0,8844.0,2062.0,192.0,384.0,2098.0,65.0,0.0,268.0,4467.0,6.4,62.0,1.4,220.0,2019,20.0,154.5234252939793,Unsuitable,848.3744503549364,Unsuitable,352.509205412669,
Porbanadar,Palkhada,7.48,4525.0,3032.0,1000.0,260.0,85.0,542.0,43.0,0.0,354.0,959.0,214.0,274.0,0.38,290.0,2019,7.5,63.51661467595215,Poor,346.3402440872574,Unsuitable,351.5811390335016,
Porbanadar,Porbandar,7.15,1914.0,1282.0,300.0,40.0,49.0,320.0,24.0,0.0,537.0,298.0,4.3,109.0,0.57,440.0,2019,8.0,44.656342867172,Good,120.18889360250422,Unsuitable,138.17089640880914,
Porbanadar,Ranavav,7.35,767.0,514.0,190.0,60.0,10.0,87.0,1.1,0.0,293.0,71.0,16.0,22.0,0.86,240.0,2019,2.7,53.42599386708258,Poor,58.14731247921494,Poor,246.6030151117199,
Porbanadar,Ratadi,7.92,4248.0,2846.0,400.0,100.0,36.0,824.0,7.4,0.0,549.0,888.0,30.0,310.0,1.2,450.0,2019,17.9,89.26002046513476,Very Poor,255.2954043324344,Unsuitable,63.59923999483621,Marginal
Porbanadar,Ratiya,7.22,3199.0,2143.0,570.0,152.0,46.0,400.0,145.0,0.0,390.0,744.0,137.0,94.0,0.39,320.0,2019,7.3,47.42654465406306,Good,232.3577101235762,Unsuitable,237.06245915833142,
Porbanadar,Simar,7.26,377.0,253.0,140.0,32.0,15.0,29.0,1.9,0.0,195.0,28.0,1.4,9.6,0.24,160.0,2019,1.1,19.13080170012948,Excellent,31.604378774598416,Good,362.2138964610974,
Porbanadar,Tukada,6.98,785.0,526.0,240.0,72.0,15.0,55.0,42.0,0.0,293.0,92.0,9.6,17.0,0.42,240.0,2019,1.5,28.457621772519108,Good,56.36577689840343,Poor,188.90338191097248,
Porbanadar,Visavada,7.48,5970.0,4000.0,1150.0,420.0,24.0,841.0,75.0,0.0,268.0,1811.0,32.0,280.0,1.29,220.0,2019,10.8,98.03448706358432,Very Poor,395.174807575892,Unsuitable,351.4975996877092,
Rajkot,Amarnagar,8.13,14430.0,9668.0,3600.0,180.0,766.0,1900.0,3.1,0.0,610.0,4544.0,2.5,654.8,0.81,500.0,2019,13.8,189.33795434751653,Unsuitable,1072.8515735760195,Unsuitable,433.9333744050939,
Rajkot,Bhada Jodiya,7.67,1698.0,1138.0,390.0,108.0,29.0,184.0,2.0,0.0,73.0,462.0,5.8,63.0,0.42,60.0,2019,4.1,37.66595850015068,Good,119.3607808406889,Unsuitable,194.54965889532002,
Rajkot,Bhadla,7.82,3407.0,2283.0,900.0,176.0,112.0,275.0,3.7,0.0,122.0,923.0,28.0,183.0,0.42,100.0,2019,4.0,56.46584698503529,Poor,253.1256445596236,Unsuitable,365.66993619178567,
Rajkot,Bhalgam,7.75,508.0,340.0,210.0,40.0,27.0,32.0,2.01,0.0,171.0,99.0,11.0,0.0,0.39,140.0,2019,0.9,33.5525758584263,Good,52.23699248004209,Poor,304.3869568642757,
Rajkot,Chhatar,8.29,619.0,415.0,230.0,76.0,10.0,70.0,0.38,0.0,293.0,71.0,16.0,43.0,0.75,240.0,2019,2.0,56.47181763842941,Poor,65.28933070514323,Poor,188.89292800341286,
Rajkot,Chordi,7.86,2490.0,1668.0,840.0,224.0,68.0,118.5,1.18,0.0,73.0,653.0,54.0,66.0,0.25,60.0,2019,1.8,42.74328376002146,Good,200.66967744377527,Unsuitable,365.69690052249683,
Rajkot,Dadiya,8.03,507.0,340.0,190.0,44.0,19.0,42.0,0.81,0.0,183.0,43.0,38.0,29.0,0.52,150.0,2019,1.3,43.23371763412444,Good,58.493375133719184,Poor,362.1097180908744,
Rajkot,Dhorajee,7.97,541.0,362.0,200.0,32.0,29.0,46.0,3.6,0.0,171.0,85.0,2.8,30.0,0.37,140.0,2019,1.4,34.19668997970044,Good,53.13283572228638,Poor,304.3789302660218,
Rajkot,Ganod,7.86,5660.0,3792.0,800.0,100.0,134.0,936.0,0.61,0.0,427.0,1243.0,36.0,700.0,3.5,350.0,2019,14.4,220.9768053527256,Unsuitable,382.09885355152784,Unsuitable,471.97966025172354,
Rajkot,Gogavadar,8.19,969.0,649.0,320.0,68.0,36.0,90.0,2.05,0.0,281.0,114.0,46.0,67.0,0.51,230.0,2019,2.2,48.86492307361157,Good,93.84828990826698,Very Poor,194.51416196518153,
Rajkot,Hadmatiya,8.04,982.0,658.0,330.0,48.0,51.0,95.0,0.8,0.0,256.0,135.0,30.0,85.0,0.67,210.0,2019,2.3,56.16722101352088,Poor,93.46079179806068,Very Poor,131.07946895806975,
Rajkot,Halenda,8.21,1323.0,886.0,510.0,68.0,83.0,102.0,2.4,0.0,415.0,234.0,15.0,56.0,0.49,340.0,2019,2.0,54.02423876652858,Poor,123.19400505365422,Unsuitable,131.03738939600845,
Rajkot,Jasapar,7.82,1265.0,848.0,580.0,104.0,78.0,62.0,3.2,0.0,378.0,185.0,34.0,83.0,0.65,310.0,2019,1.1,59.542922308652656,Poor,124.88863913836448,Unsuitable,73.30253726249464,Fair
Rajkot,Jasdan,8.03,1649.0,1105.0,600.0,64.0,107.0,102.5,1.6,0.0,256.0,320.0,54.0,76.0,0.34,210.0,2019,1.8,49.68544019908801,Good,152.31899213047103,Unsuitable,287.39446398926884,
Rajkot,Jetpur Pithad,8.13,573.0,384.0,210.0,28.0,34.0,50.0,4.3,0.0,220.0,78.0,5.3,26.0,0.23,180.0,2019,1.5,29.57931365633808,Good,57.26391334666372,Poor,246.6748661370355,
Rajkot,kamlapur,7.76,4196.0,2811.0,1520.0,360.0,151.0,274.0,0.89,0.0,146.0,1051.0,236.0,239.0,0.55,120.0,2019,3.1,85.23329814853449,Very Poor,385.4188846314175,Unsuitable,558.8852483616387,
Rajkot,Lalavadar,7.96,710.0,476.0,290.0,104.0,7.3,50.0,0.84,0.0,378.0,43.0,7.6,18.0,0.13,310.0,2019,1.3,22.516562022935524,Excellent,62.22926644868924,Poor,189.0071277979962,
Rajkot,Machhu Kunda,8.12,1570.0,1052.0,340.0,64.0,44.0,197.0,0.03,0.0,354.0,284.0,13.0,114.0,1.9,290.0,2019,4.6,119.44277130377476,Unsuitable,124.47003499762612,Unsuitable,158.24262929259004,
Rajkot,Maliya,8.2,695.0,466.0,240.0,36.0,36.0,63.0,12.0,0.0,329.0,57.0,4.7,41.0,0.5,270.0,2019,1.8,45.17015103799296,Good,66.26057156209804,Poor,188.90179217916767,
Rajkot,Morvi,8.15,531.0,356.0,180.0,28.0,27.0,50.0,3.3,0.0,195.0,64.0,3.7,29.0,0.35,160.0,2019,1.6,34.58855210827315,Good,52.44765494618599,Poor,362.1097791196421,
Rajkot,Mota Gundala,8.14,570.0,382.0,150.0,20.0,24.0,80.0,0.57,0.0,268.0,57.0,8.0,14.0,0.86,220.0,2019,2.8,60.48803269785448,Poor,54.94929399824862,Poor,304.37265857796785,
Rajkot,Mota Gundala,8.0,4257.0,2852.0,980.0,80.0,190.0,485.0,24.0,0.0,146.0,1136.0,40.0,222.0,0.45,120.0,2019,6.7,70.06591230457948,Poor,313.15878880257475,Unsuitable,396.9871652707304,
Rajkot,Motadadva,8.15,1454.0,974.0,570.0,128.0,61.0,91.0,0.83,0.0,293.0,249.0,86.0,74.0,0.37,240.0,2019,1.7,49.35468048891141,Good,145.04511627965866,Unsuitable,138.2453532350676,
Rajkot,Movaiya,8.14,1991.0,1334.0,560.0,72.0,92.0,176.0,7.9,0.0,281.0,391.0,37.0,184.0,0.0,230.0,2019,3.2,31.64106604145349,Good,162.8280944999968,Unsuitable,138.14924191791982,
Rajkot,Neknam,7.57,8364.0,5604.0,3250.0,360.0,572.0,727.0,1.17,0.0,244.0,2556.0,273.0,548.0,0.67,200.0,2019,5.5,156.75459025025083,Unsuitable,782.4399443917234,Unsuitable,596.3577539445803,
Rajkot,Patan Vav,8.18,607.0,407.0,190.0,20.0,34.0,69.0,1.6,0.0,342.0,36.0,3.6,20.0,0.68,280.0,2019,2.2,53.29274506005424,Poor,58.7306931363238,Poor,246.64644111071203,
Rajkot,Pedhla,7.77,2550.0,1709.0,1020.0,216.0,117.0,103.0,4.3,0.0,244.0,639.0,48.0,57.0,0.55,200.0,2019,1.4,64.2201529421115,Poor,220.7823942099006,Unsuitable,396.8146430729459,
Rajkot,Ribda,7.83,961.0,644.0,410.0,140.0,15.0,75.0,0.59,0.0,354.0,149.0,39.0,63.0,0.25,290.0,2019,1.6,31.512923335220894,Good,93.58884663330932,Very Poor,131.16868527235428,
Rajkot,Sardhar,8.18,1868.0,1252.0,410.0,80.0,51.0,235.0,87.0,0.0,671.0,270.0,32.0,64.0,0.19,550.0,2019,5.0,38.05122923268991,Good,139.8410938609871,Unsuitable,82.74896203817224,Good
Rajkot,Sindhavadar,8.19,1172.0,785.0,250.0,36.0,39.0,162.0,0.37,0.0,366.0,149.0,57.0,58.0,1.58,300.0,2019,4.4,104.21393591233767,Unsuitable,107.0576548306975,Unsuitable,211.0437049021715,
Rajkot,Targhari,7.98,1700.0,1139.0,610.0,36.0,126.0,143.0,1.8,0.0,342.0,355.0,29.0,104.0,0.49,280.0,2019,2.5,58.020303781413816,Poor,155.39841254290386,Unsuitable,287.4047213396591,
Rajkot,Umrali,7.97,1821.0,1220.0,490.0,16.0,109.0,176.0,1.2,0.0,183.0,369.0,45.0,141.0,0.47,150.0,2019,3.5,54.33403123416683,Poor,152.99800063864117,Unsuitable,265.2825687296091,
Rajkot,Upleta,8.36,2715.0,1819.0,200.0,40.0,24.0,500.0,1.47,96.0,634.0,284.0,89.0,118.0,4.8,680.0,2019,15.4,274.23430650347547,Unsuitable,192.3715875554076,Unsuitable,365.85689103601055,
Rajkot,Virnagar,8.29,1008.0,675.0,360.0,68.0,46.0,80.0,4.8,0.0,293.0,156.0,17.0,42.0,0.35,240.0,2019,1.8,41.49973433407179,Good,92.8317770674364,Very Poor,131.10470497836175,
Rajkot,Virpur,8.12,1706.0,1143.0,540.0,116.0,61.0,145.5,3.0,0.0,366.0,263.0,148.0,98.0,0.25,300.0,2019,2.7,47.09841833980734,Good,169.8293627789677,Unsuitable,158.6128214788078,
Sabarkantha,Alwa Kampa,8.09,850.0,570.0,320.0,24.0,63.0,81.0,0.5,0.0,415.0,64.0,18.0,39.0,0.61,340.0,2019,17.5,54.55820194915509,Poor,84.27371361324568,Very Poor,131.2136245535726,
Sabarkantha,Atarsumba_2,7.65,850.0,570.0,300.0,44.0,46.0,59.0,1.7,0.0,207.0,135.0,12.0,50.0,0.35,170.0,2019,19.2,34.143598684668035,Good,74.66143298195962,Poor,188.87171464126072,
Sabarkantha,Bhadreshwar(Daramli),7.54,2190.0,1467.0,550.0,104.0,71.0,303.0,4.7,0.0,659.0,326.0,14.0,188.0,2.0,540.0,2019,5.6,126.89983069902678,Unsuitable,166.66798027352542,Unsuitable,108.21419836092815,
Sabarkantha,Bibipur1,7.56,1425.0,955.0,540.0,108.0,66.0,70.0,1.9,0.0,232.0,191.0,169.0,64.0,0.33,190.0,2019,1.3,46.356580550836654,Good,154.36962941694824,Unsuitable,194.86120503533556,
Sabarkantha,Boral,7.88,2914.0,1952.0,731.0,72.0,134.0,337.0,1.0,0.0,451.0,567.0,145.0,143.0,0.61,370.0,2019,5.4,74.43331561675228,Poor,247.1010800113387,Unsuitable,365.7841586120117,
Sabarkantha,Boriya,7.63,2594.0,1738.0,741.0,112.0,112.0,210.0,0.75,0.0,232.0,560.0,125.0,108.0,0.52,190.0,2019,3.4,62.61755464820168,Poor,220.90195046163825,Unsuitable,365.7291325561937,
Sabarkantha,Chandap_DW,7.49,1275.0,854.0,370.0,84.0,39.0,130.0,3.5,0.0,256.0,248.0,35.0,62.0,0.78,210.0,2019,2.9,56.92228447861924,Poor,105.49104524993152,Unsuitable,73.2672448094495,Fair
Sabarkantha,Choriwad,7.89,2174.0,1457.0,1051.0,329.0,56.0,70.0,2.9,0.0,329.0,432.0,220.0,73.0,0.73,270.0,2019,0.9,78.39942272093569,Very Poor,241.572574956674,Unsuitable,316.91224550317423,
Sabarkantha,Dhansura,7.52,1135.0,760.0,480.0,84.0,66.0,68.0,0.86,0.0,354.0,142.0,60.0,64.0,0.54,290.0,2019,1.3,50.25292174569586,Poor,113.1611221246838,Unsuitable,138.20716480733583,
Sabarkantha,Gadada,7.81,1659.0,1112.0,570.0,44.0,112.0,142.0,6.2,0.0,268.0,241.0,65.0,250.0,0.92,220.0,2019,23.4,78.17990575441173,Very Poor,158.54682972361724,Unsuitable,287.35131474462344,
Sabarkantha,Gadha1,7.78,2631.0,1763.0,380.0,84.0,41.0,414.0,1.7,0.0,268.0,546.0,87.0,265.0,1.7,220.0,2019,9.2,112.13557679889529,Unsuitable,194.5589773863763,Unsuitable,145.0933439140156,
Sabarkantha,Hamirpur,7.68,1106.0,741.0,350.0,80.0,36.0,74.0,0.77,0.0,183.0,213.0,38.0,46.0,0.74,150.0,2019,1.7,55.48197337876726,Poor,96.85972610497666,Very Poor,131.04214570732418,
Sabarkantha,Harsol1,8.2,1598.0,1071.0,330.0,56.0,46.0,255.0,1.9,0.0,793.0,106.0,18.0,69.0,1.7,650.0,2019,6.1,112.86569978839448,Unsuitable,122.32050033551327,Unsuitable,287.39206844814095,
Sabarkantha,Hingatiya,7.58,2558.0,1714.0,711.0,92.0,117.0,255.0,7.7,0.0,317.0,539.0,8.1,200.0,1.7,260.0,2019,4.2,116.20087175513366,Unsuitable,197.02198854920923,Unsuitable,226.65711338547567,
Sabarkantha,Idar,7.63,1026.0,687.0,330.0,84.0,29.0,95.0,1.1,0.0,195.0,121.0,139.0,64.0,5.5,160.0,2019,2.3,300.8972470585509,Unsuitable,135.22844315757524,Unsuitable,265.7498434647223,
Sabarkantha,Karanpur,7.8,693.0,464.0,240.0,16.0,49.0,63.0,0.3,0.0,256.0,78.0,44.0,20.0,0.74,210.0,2019,14.9,56.72956996724916,Poor,74.57435180247862,Poor,188.90865779201516,
Sabarkantha,Kesharpura,7.73,1110.0,744.0,400.0,124.0,22.0,67.0,2.1,0.0,183.0,191.0,95.0,63.0,0.77,150.0,2019,1.5,59.83589528341562,Poor,113.57563965214686,Unsuitable,251.3917297002298,
Sabarkantha,Khedbramha_1,7.35,3166.0,2121.0,1031.0,325.0,54.0,195.0,2.6,0.0,195.0,808.0,71.0,147.0,0.74,160.0,2019,2.6,66.61229803925465,Poor,248.19231256776175,Unsuitable,444.8901888153912,
Sabarkantha,Malpur_1,7.76,775.0,519.0,360.0,48.0,58.0,30.0,0.3,0.0,256.0,57.0,115.0,36.0,0.69,210.0,2019,20.6,59.87714205055352,Poor,103.17169587483713,Unsuitable,194.77622198675073,
Sabarkantha,Mathasuliya,7.63,1395.0,935.0,410.0,36.0,78.0,107.0,35.0,0.0,244.0,199.0,141.0,86.0,0.21,200.0,2019,20.2,39.3159839159936,Good,141.44670913076664,Unsuitable,194.83518879754973,
