164,Daman,Jempore,7.89,1150.0,771.0,0.0,537,71.0,42,15,0.6,440,100.0,46.0,440,70.0,7.0,,1.45
165,Daman,Manwad,7.98,746.0,500.0,0.0,390,43.0,5,10,0.14,320,72.0,29.0,300,44.0,0.8,,1.1
179,Jamnagar,Changa,8.0,1686.0,1130.0,0.0,207,327.0,105,112,0.26,170,108.0,56.0,500,156.0,1.5,,3.03,,,,,,,,,,,,,,,,,,,,,,
180,Jamnagar,Gordhanpur,8.1,2396.0,1605.0,0.0,256,561.0,6,166,0.35,210,96.0,54.0,460,336.0,3.7,,6.81,,,,,,,,,,,,,,,,,,,,,,
181,Jamnagar,Jambuda,7.9,4711.0,3156.0,0.0,525,1349.0,11,174,0.5,430,296.0,195.0,1540,464.0,9.4,,5.14,,,,,,,,,,,,,,,,,,,,,,
182,Jamnagar,Jamnagar2,8.1,851.0,570.0,0.0,317,92.0,3,76,0.33,260,48.0,27.0,230,112.0,1.2,,3.21,,,,,,,,,,,,,,,,,,,,,,
183,Jamnagar,Vijarkha,8.1,645.0,432.0,0.0,293,64.0,8,22,0.12,240,52.0,22.0,220,65.0,0.5,,1.91,,,,,,,,,,,,,,,,,,,,,,
184,Jamnagar,Amran1,8.2,676.0,453.0,0.0,293,107.0,3,0,0.2,240,52.0,17.0,200,90.0,5.7,,2.77,,,,,,,,,,,,,,,,,,,,,,
185,Jamnagar,Bedanpur,7.9,2040.0,1367.0,0.0,256,476.0,62,82,0.4,210,120.0,78.0,620,187.0,0.5,,3.27,,,,,,,,,,,,,,,,,,,,,,
186,Jamnagar,Dudhai2,8.2,692.0,464.0,0.0,281,71.0,3,62,0.48,230,28.0,15.0,130,124.0,2.1,,4.73,,,,,,,,,,,,,,,,,,,,,,
187,Jamnagar,Haripur2,8.0,1331.0,892.0,0.0,232,185.0,175,66,0.6,190,84.0,51.0,420,113.0,0.2,,2.4,,,,,,,,,,,,,,,,,,,,,,
188,Jamnagar,Kalawad,8.0,1794.0,1202.0,0.0,329,277.0,175,85,0.45,270,92.0,85.0,590,141.0,1.8,0.0,2.52,,,,,,,,,,,,,,,,,,,,,,
189,Jamnagar,Moti matli,8.0,860.0,576.0,0.0,256,128.0,34,48,0.51,210,48.0,27.0,230,111.0,1.4,,3.18,,,,,,,,,,,,,,,,,,,,,,
190,Jamnagar,Nikava,8.0,1400.0,938.0,0.0,439,220.0,8,36,0.38,360,72.0,41.0,350,170.0,11.3,,3.95,,,,,,,,,,,,,,,,,,,,,,
191,Jamnagar,Toda,8.2,756.0,507.0,0.0,317,85.0,60,29,0.45,260,64.0,27.0,270,88.0,1.9,0.0,2.33,,,,,,,,,,,,,,,,,,,,,,
192,Jamnagar,Bhatia,7.4,6852.0,4591.0,0.0,183,1740.0,60,693,0.28,150,320.0,170.0,1500,877.0,0.3,,9.85,,,,,,,,,,,,,,,,,,,,,,
193,Jamnagar,Bhogat,7.5,1840.0,1233.0,0.0,244,405.0,20,94,1.74,200,76.0,46.0,380,238.0,4.9,,5.31,,,,,,,,,,,,,,,,,,,,,,
194,Jamnagar,Juvanpur,7.9,2700.0,1809.0,0.0,342,568.0,125,129,0.32,280,88.0,68.0,500,381.0,4.6,,7.41,,,,,,,,,,,,,,,,,,,,,,
